Period,Return,MaxDD,WinRate
30,130.97742800519038,-15.727270784830383,56.37982195845698
14,129.42845349550268,-14.31519781734869,52.22551928783383
10,102.88327912494326,-18.537557871689923,56.37982195845698
25,95.08974617660537,-19.727523490827366,56.37982195845698
20,87.24082396823735,-18.456094059253424,54.89614243323442
40,68.01169194730888,-24.77220879014227,56.083086053412465
5,33.36510000686401,-21.087709554853696,52.52225519287834
