Strategy,Return,MaxDD
Curated_Strong,110.04300618476326,-25.24614751868082
Curated_Weak,114.54626443604701,-25.24614751868082
All_Limit1,3.728949939156534,-21.392042718656416
All_NoLimit,-0.4833186008532997,-22.677082977507755
CSI300,48.16840044274122,-16.251145986419015
ChiNext,121.43331121433319,-33.71919342793128
