Date,Rolling_NAV,Periodic_NAV,Tranche_0,Tranche_1,Tranche_2,Tranche_3,Tranche_4,Tranche_5,Tranche_6,Tranche_7,Tranche_8,Tranche_9,Tranche_10,Tranche_11,Tranche_12,Tranche_13
2024-09-02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2024-09-03,1.0018970084178367,1.0018970084178367,1.0018970084178367,1.0018970084178367,1.0018970084178367,1.0018970084178367,1.0018970084178367,1.0018970084178367,1.0018970084178367,1.0018970084178367,1.0018970084178367,1.0018970084178367,1.0018970084178367,1.0018970084178367,1.0018970084178367,1.0018970084178367
2024-09-04,0.9972479835549942,0.9972479835549944,0.9972479835549944,0.9972479835549944,0.9972479835549944,0.9972479835549944,0.9972479835549944,0.9972479835549944,0.9972479835549944,0.9972479835549944,0.9972479835549944,0.9972479835549944,0.9972479835549944,0.9972479835549944,0.9972479835549944,0.9972479835549944
2024-09-05,0.9974650399532925,0.9969046555380229,0.9969046555380229,1.004750037351798,0.9969046555380229,0.9969046555380229,0.9969046555380229,0.9969046555380229,0.9969046555380229,0.9969046555380229,0.9969046555380229,0.9969046555380229,0.9969046555380229,0.9969046555380229,0.9969046555380229,0.9969046555380229
2024-09-06,0.9807994913145569,0.9805639369307536,0.9805639369307536,0.9859722279310886,0.9784534073036647,0.9805639369307536,0.9805639369307536,0.9805639369307536,0.9805639369307536,0.9805639369307536,0.9805639369307536,0.9805639369307536,0.9805639369307536,0.9805639369307536,0.9805639369307536,0.9805639369307536
2024-09-09,0.9687890878908829,0.967277485158425,0.967277485158425,0.9771872829870868,0.9735252427554961,0.9722823679871057,0.967277485158425,0.967277485158425,0.967277485158425,0.967277485158425,0.967277485158425,0.967277485158425,0.967277485158425,0.967277485158425,0.967277485158425,0.967277485158425
2024-09-10,0.9696488972646197,0.9676594667380483,0.9676594667380483,0.9830014404698981,0.9686077392232194,0.9753265161455937,0.9715541984854801,0.9676594667380483,0.9676594667380483,0.9676594667380483,0.9676594667380483,0.9676594667380483,0.9676594667380483,0.9676594667380483,0.9676594667380483,0.9676594667380483
2024-09-11,0.9736366933757882,0.9687920876705857,0.9687920876705857,0.9985632797724733,0.9865851289889671,0.9885867235145278,0.9665375736084372,0.9715122123413562,0.9687920876705857,0.9687920876705857,0.9687920876705857,0.9687920876705857,0.9687920876705857,0.9687920876705857,0.9687920876705857,0.9687920876705857
2024-09-12,0.9720492240156906,0.9695172822378415,0.9695172822378415,0.9924813687201334,0.9785425767414269,0.9816977434943124,0.9660393254909214,0.9686006263003119,0.9651892375698292,0.9695172822378415,0.9695172822378415,0.9695172822378415,0.9695172822378415,0.9695172822378415,0.9695172822378415,0.9695172822378415
2024-09-13,0.9623914294349881,0.959659748831873,0.959659748831873,0.9759471301248452,0.9626938749768522,0.97012054146471,0.9628894705575524,0.9647887560177612,0.9574365306001416,0.9619854665248584,0.959659748831873,0.959659748831873,0.959659748831873,0.959659748831873,0.959659748831873,0.959659748831873
2024-09-18,0.9647300717336932,0.9650551184419702,0.9650551184419702,0.9725224790680432,0.9591666707738823,0.9692972727722226,0.9649687974049892,0.962089582883037,0.9578849364989099,0.9627456043566271,0.9672149498621712,0.9650551184419702,0.9650551184419702,0.9650551184419702,0.9650551184419702,0.9650551184419702
2024-09-19,0.9763085020952059,0.9724391927015307,0.9724391927015307,0.9857375183032833,0.9681210807175721,0.9849922107649244,0.9812274891587052,0.9782473551228585,0.9761826182868953,0.972153736422067,0.9872190553208474,0.9722420017280753,0.9724391927015307,0.9724391927015307,0.9724391927015307,0.9724391927015307
