T,Bull_Return,Bull_Risk_Adj,Long_Return,Long_Risk_Adj,Stability
6,25.752489999999995,2.5090111609747527,62.44589000000005,2.5341752737751144,2.5090111609747527
4,28.343300000000006,2.748279471930712,58.51022999999995,2.2543454671351757,2.2543454671351757
3,27.282010000000035,3.089633554081224,56.318120000000185,2.242091953016668,2.242091953016668
5,25.907780000000002,2.6294404764303345,55.02682999999988,2.2374010276811735,2.2374010276811735
2,28.492499999999986,2.9964630331777165,58.99450999999984,1.9068760320399434,1.9068760320399434
8,20.524270000000012,1.6850287757142863,59.66047000000001,2.192277057569423,1.6850287757142863
10,18.96513999999998,1.546904294920212,69.03381999999998,2.4742905807221165,1.546904294920212
14,14.153110000000012,1.331353069169688,58.30962000000004,2.0282940843808603,1.331353069169688
