date,total_market_value,cash_balance,total_asset_value,shares,nav,strategy_yield,strategy_yield_daily,strategy_drawdown,profit_loss,benchmark_price,benchmark_yield,benchmark_yield_daily,benchmark_drawdown
2022-01-07,1001792.3293238062,12233.422642946243,1014025.7519667525,1000000.0,1.0140257519667524,0.014025751966752376,-0.004338886420010703,-0.008229375540768968,-1,4822.3689,-0.0069590127020033865,0.0008586344891088338,-0.05142447854023846
2022-01-10,1018285.7302017463,2978.451043367386,1021264.1812451137,1000000.0,1.0212641812451138,0.021264181245113756,0.0071383091251105745,-0.0011498102421749756,1,4844.0451,-0.0024953651679318067,0.004494927793682546,-0.04716070006442219
2022-01-11,990905.9825382481,19991.416108608246,1010897.3986468563,1000000.0,1.0108973986468563,0.010897398646856349,-0.010150931354136344,-0.011289069951472719,-1,4797.7735,-0.012023793270530492,-0.009552264490683582,-0.0562624730745247
2022-01-12,1005991.4562794362,9953.79472374916,1015945.2510031854,1000000.0,1.0159452510031854,0.015945251003185446,0.004993436883986381,-0.00635200432576799,1,4845.5787,-0.0021795602824697946,0.009964038527454422,-0.046859035996434706
2022-01-13,992417.2650153311,9653.70048880577,1002070.9655041369,1000000.0,1.0020709655041369,0.002070965504136879,-0.013656528720763776,-0.019921786717022494,-1,4765.9191,-0.018583375393288804,-0.016439646310976275,-0.06252833632915622
2022-01-14,978078.0603220481,12264.901769161224,990342.9620912094,1000000.0,0.9903429620912094,-0.009657037908790578,-0.011703765318683949,-0.0313923921192415,-1,4726.7317,-0.02665299743851246,-0.008222422407463847,-0.07023662434288569
2022-01-17,963318.2342709027,27635.451823472977,990953.6860943757,1000000.0,0.9909536860943757,-0.00904631390562427,0.000616679298529776,-0.03079507185906294,1,4767.2762,-0.01830391607530457,0.008577702855442348,-0.06226139038062595
2022-01-18,963336.0781617309,29346.250879764557,992682.3290414955,1000000.0,0.9926823290414954,-0.007317670958504552,0.001744423550138636,-0.029104367957503485,1,4813.3472,-0.008816796306054697,0.009664008978544247,-0.05319907603773677
2022-01-19,988240.7077581575,12215.493249893188,1000456.2010080507,1000000.0,1.0004562010080507,0.00045620100805066066,0.007831177950010888,-0.02150111149209044,1,4780.3784,-0.015605860017466444,-0.00684945395171177,-0.05968414536785449
2022-01-20,992341.5489618338,7063.331359624863,999404.8803214587,1000000.0,0.9994048803214587,-0.0005951196785413115,-0.0010508412917353814,-0.022529358528051713,-1,4823.5091,-0.006724218276857541,0.009022444750399039,-0.051200197521511726
2022-01-21,986020.3911727068,6951.066553592682,992971.4577262995,1000000.0,0.9929714577262996,-0.007028542273700422,-0.006437253531411413,-0.028821584866718042,-1,4779.3142,-0.015825004226587835,-0.009162395899698916,-0.05989347694137581
2022-01-24,959114.6138917364,39067.44529008865,998182.059181825,1000000.0,0.998182059181825,-0.00181794081817499,0.005247483615950692,-0.023725342045141096,1,4786.7377,-0.014296328191619523,0.0015532563228422003,-0.058433250540289694
2022-01-25,953064.8037360194,21113.082319498062,974177.8860555175,1000000.0,0.9741778860555175,-0.025822113944482528,-0.024047890768526654,-0.0472026883797203,-1,4678.4511,-0.03659512664628417,-0.022622213036657346,-0.07973357413480031
2022-01-26,856934.5420350885,115566.12942814827,972500.6714632368,1000000.0,0.9725006714632368,-0.02749932853676318,-0.0017216717976136326,-0.04884309263997899,-1,4712.3109,-0.02962258474437518,0.007237395299482863,-0.07307324222997169
2022-01-27,828440.767489491,129611.99461221695,958052.762101708,1000000.0,0.958052762101708,-0.04194723789829202,-0.014856451810763623,-0.06297390939864811,-1,4619.8765,-0.048657036429790135,-0.01961551390847327,-0.0912553869391457
2022-01-28,945420.4557157193,13803.447979688644,959223.9036954079,1000000.0,0.9592239036954079,-0.04077609630459211,0.001222418680919767,-0.06182847120098789,1,4563.772,-0.060210293600111764,-0.012144155801567469,-0.1022913231039918
2022-02-07,969998.6625633859,2915.0485694408417,972913.7111328267,1000000.0,0.9729137111328268,-0.027086288867173236,0.014271753846707662,-0.04843911807597889,1,4634.0899,-0.045730157739762745,0.01540784684248031,-0.08845956530121246
2022-02-08,984403.1373413652,2915.0485694408417,987318.1859108061,1000000.0,0.9873181859108061,-0.012681814089193888,0.014805500850848613,-0.034350782629018584,1,4608.7729,-0.05094353299096421,-0.00546320864426908,-0.09343950088365971
2022-02-09,990847.0046894372,3922.1189379692078,994769.1236274064,1000000.0,0.9947691236274064,-0.0052308763725935625,0.007546642838070279,-0.027063372878657677,1,4652.0609,-0.042029499421662564,0.009392521814212351,-0.08492461161980625
2022-02-10,993938.7122159147,18378.115046024323,1012316.8272619391,1000000.0,1.0123168272619392,0.012316827261939167,0.01763997616908873,-0.009900793962203669,1,4639.8625,-0.04454144146314676,-0.0026221496799407884,-0.08732407625656913
2022-02-11,992363.5794308716,22605.74032664299,1014969.3197575146,1000000.0,1.0149693197575147,0.014969319757514699,0.002620219702116236,-0.007306516515493744,1,4601.3953,-0.05246275711914927,-0.008290590507800566,-0.09489069860665456
2022-02-14,966831.9869157671,28994.624030590057,995826.6109463571,1000000.0,0.9958266109463572,-0.00417338905364284,-0.01886038172634706,-0.026029094551268783,-1,4551.6878,-0.06269871913278025,-0.010802701519689095,-0.10466832423230121
2022-02-15,971098.8632879112,14586.919903755188,985685.7831916664,1000000.0,0.9856857831916663,-0.014314216808333668,-0.010183326739033178,-0.03594735851576514,-1,4600.1025,-0.05272897553068123,0.010636647794692866,-0.09514499653772812
2022-02-16,976364.5997449206,17679.42481637001,994044.0245612906,1000000.0,0.9940440245612906,-0.005955975438709404,0.008479620495854313,-0.027772557977952972,1,4617.9893,-0.049045656004545024,0.003888348140068665,-0.09162660526798383
2022-02-17,972465.5852234089,23057.369661331177,995522.9548847401,1000000.0,0.9955229548847401,-0.0044770451152599255,0.0014877915735192785,-0.026326086182168362,1,4629.1649,-0.0467443329229269,0.0024200142689805304,-0.08942832869117001
2022-02-18,997264.0444428554,15280.636948347092,1012544.6813912025,1000000.0,1.0125446813912025,0.012544681391202461,0.017098276260674606,-0.009677940615898772,1,4651.2358,-0.042199407227475505,0.0047677929986897905,-0.0850869114518985
2022-02-21,1001407.8451776856,15564.28552865982,1016972.1307063454,1000000.0,1.0169721307063455,0.016972130706345512,0.004372596485381646,-0.005347661859639974,1,4634.3141,-0.04568398960249065,-0.0036381083926126934,-0.08841546443785653
2022-02-22,1004076.0891074752,11171.786850690842,1015247.8759581661,1000000.0,1.015247875958166,0.015247875958166013,-0.001695478859368452,-0.007034073871378332,-1,4574.1527,-0.05807265942267581,-0.012981726896759138,-0.10024940592183329
2022-02-23,992859.2221909343,20694.6226477623,1013553.8448386966,1000000.0,1.0135538448386967,0.013553844838696705,-0.0016685886861575782,-0.008690925581456566,-1,4623.0465,-0.04800425768245409,0.01068914905267615,-0.09063183771149785
2022-02-24,940850.984224192,57724.131137132645,998575.1153613246,1000000.0,0.9985751153613246,-0.0014248846386754055,-0.01477842499798905,-0.023340912387576962,-1,4529.3189,-0.06730501014895907,-0.020273990322182578,-0.10906835903303602
2022-02-25,979479.7236485266,24928.727048635483,1004408.4506971621,1000000.0,1.004408450697162,0.004408450697162003,0.005841659026048004,-0.017635603013054002,1,4573.4247,-0.05822257201827863,0.009737843806935098,-0.10039260587064325
2022-02-28,1018883.5937720984,3075.1256704330444,1021958.7194425315,1000000.0,1.0219587194425315,0.02195871944253147,0.01747323883345246,-0.0004705152830205561,1,4581.6459,-0.056529630492221705,0.0017976025712198584,-0.09877546930586778
2022-03-01,949376.6328333018,65571.82626128197,1014948.4590945838,1000000.0,1.0149484590945839,0.014948459094583866,-0.006859631621687845,-0.007326919343194516,-1,4619.6862,-0.04869622374701987,0.008302758622179773,-0.09129281956312718
2022-03-02,994864.7892532996,24548.67781996727,1019413.4670732669,1000000.0,1.0194134670732669,0.019413467073266855,0.004399246029366001,-0.002959906234656584,1,4578.6007,-0.057156709937454586,-0.008893569437681714,-0.09937446997086252
2022-03-03,994462.0393343141,22922.639787197113,1017384.6791215112,1000000.0,1.017384679121511,0.017384679121511093,-0.0019901521975969243,-0.004944167768355934,-1,4551.6283,-0.0627109716045362,-0.005890970138540341,-0.10468002807427124
2022-03-04,813222.1699251574,194168.72507333755,1007390.894998495,1000000.0,1.007390894998495,0.007390894998495101,-0.009823014173601869,-0.014718615311892558,-1,4496.4301,-0.07407759994876606,-0.012127132613179437,-0.11553769210504261
2022-03-07,377986.0877296577,620718.2306945324,998704.3184241902,1000000.0,0.9987043184241902,-0.0012956815758098372,-0.008622846024747836,-0.023214544983108487,-1,4352.7775,-0.10365910287607716,-0.03194814481826358,-0.14379462200396642
2022-03-08,314900.0774302022,674664.2874181271,989564.3648483292,1000000.0,0.9895643648483292,-0.010435635151670786,-0.009151811409289251,-0.03215390125475981,-1,4265.391,-0.12165407133162542,-0.020076031912956815,-0.16098382849666004
2022-03-09,473894.3032078966,516014.1277074814,989908.430915378,1000000.0,0.9899084309153781,-0.010091569084621943,0.0003476944797841197,-0.0318173865089455,1,4226.3463,-0.1296943080370242,-0.009153838417157889,-0.16866404695998405
2022-03-10,686641.5652673087,317287.03617453575,1003928.6014418445,1000000.0,1.0039286014418445,0.0039286014418444815,0.014163098412548961,-0.01810492087275284,1,4292.8374,-0.11600220173828579,0.01573252527839486,-0.15558503306394356
2022-03-11,644673.9306787986,350848.0380117893,995521.9686905879,1000000.0,0.995521968690588,-0.004478031309412045,-0.008373735681185795,-0.026327050732021462,-1,4306.5217,-0.1131842773811339,0.0031877051760684783,-0.1528932871030919
2022-03-14,285275.920816136,689816.6079819202,975092.5287980563,1000000.0,0.9750925287980563,-0.0249074712019437,-0.02052133507350173,-0.046308119575954265,-1,4174.7577,-0.14031763348964998,-0.030596385941814686,-0.17881169102478778
2022-03-15,523128.04686310387,439635.51203012466,962763.5588932285,1000000.0,0.9627635588932285,-0.03723644110677149,-0.01264389741558685,-0.058366501878114097,-1,3983.812,-0.1796379157783624,-0.04573815146205973,-0.2163713262795688
2022-03-16,753187.93076321,225643.84194016457,978831.7727033746,1000000.0,0.9788317727033746,-0.021168227296625375,0.016689678022938234,-0.04265094197884678,1,4156.081,-0.14416361230049313,0.04324225139138105,-0.1824854581730554
2022-03-17,944466.36048168,48623.64139556885,993090.0018772489,1000000.0,0.9930900018772488,-0.006909998122751171,0.014566577803758134,-0.028705642439827095,1,4237.6956,-0.1273572159748343,0.019637393977643747,-0.16643160303274673
2022-03-18,973675.7631928275,22042.24170446396,995718.0048972914,1000000.0,0.9957180048972915,-0.004281995102708547,0.0026462888711746985,-0.026135316990780755,1,4265.9017,-0.12154890599841872,0.006655999548433877,-0.16088337215894388
2022-03-21,996718.5915557242,8872.84039258957,1005591.4319483137,1000000.0,1.0055914319483137,0.005591431948313685,0.009915886829866733,-0.01647858500645738,1,4258.7459,-0.12302245620667995,-0.0016774413718910752,-0.16229094110632625
2022-03-22,977282.3996891661,8872.84039258957,986155.2400817557,1000000.0,0.9861552400817557,-0.013844759918244298,-0.01932811999889532,-0.03548820493693583,-1,4255.295,-0.12373307897613806,-0.000810308969126261,-0.16296974427026611
2022-03-23,988353.9645484013,8872.84039258957,997226.8049409909,1000000.0,0.9972268049409909,-0.0027731950590090815,0.01122699997854024,-0.024659631034461005,1,4276.5174,-0.11936287970564408,0.00498729230288375,-0.1587952297185844
2022-03-24,978710.743736859,24118.677985668182,1002829.4217225271,1000000.0,1.002829421722527,0.0028294217225270923,0.005618197138080036,-0.019179976564884904,1,4251.3061,-0.12455448880113784,-0.005895287600139243,-0.16375437377000246
2022-03-25,920286.9398335606,51649.6333360672,971936.5731696278,1000000.0,0.9719365731696278,-0.028063426830372218,-0.03080568627497554,-0.049394810499041264,-1,4174.5742,-0.14035542052439332,-0.018049017924162136,-0.17884778606682983
2022-03-28,952189.451964179,17364.93798494339,969554.3899491224,1000000.0,0.9695543899491225,-0.030445610050877536,-0.0024509657175845016,-0.05172471122946598,-1,4148.4663,-0.14573166098419665,-0.006254027057418177,-0.18398329423102677
2022-03-29,971591.2686014374,8299.192440509796,979890.4610419472,1000000.0,0.9798904610419472,-0.020109538958052786,0.010660640805687174,-0.041615488990974,1,4134.1441,-0.14868094419400646,-0.0034524084238070074,-0.1868005171799908
2022-03-30,981421.7535005755,7825.192940235138,989246.9464408107,1000000.0,0.9892469464408107,-0.010753053559189318,0.009548501358931928,-0.032464353185225,1,4254.0989,-0.12397938454701773,0.029015631071011683,-0.16320502099934797
2022-03-31,973205.7822042766,15835.699313879013,989041.4815181557,1000000.0,0.9890414815181556,-0.01095851848184437,-0.000207698313746926,-0.03266530870755857,-1,4222.5968,-0.13046641968154682,-0.007405116980237492,-0.16940158570732322
2022-04-01,975877.1558851253,12855.19831776619,988732.3542028915,1000000.0,0.9887323542028915,-0.011267645797108483,-0.00031255242680985386,-0.0329676515128593,-1,4276.158,-0.11943688875352809,0.012684422059904055,-0.15886592485814788
2022-04-06,980465.1117249927,12152.267533540726,992617.3792585335,1000000.0,0.9926173792585334,-0.007382620741466561,0.00392929900506189,-0.029167892268086137,1,4263.8411,-0.1219732327765769,-0.0028803659733809273,-0.16128869882723773
2022-04-07,900917.9012035144,75173.60820174217,976091.5094052566,1000000.0,0.9760915094052566,-0.023908490594743426,-0.016648781492846095,-0.04533106389595398,-1,4209.0998,-0.13324577449315422,-0.012838494380102428,-0.17205648915387262
2022-04-08,948046.2647358716,31383.47799181938,979429.742727691,1000000.0,0.979429742727691,-0.02057025727230899,0.003420000369092913,-0.04206609578211662,1,4230.7669,-0.12878400086652775,0.005147680271206712,-0.1677945006774164
2022-04-11,915282.1686718866,50292.148196697235,965574.3168685838,1000000.0,0.9655743168685837,-0.03442568313141625,-0.014146421386510273,-0.05561743245160777,-1,4100.0703,-0.15569755380945804,-0.030891940655014438,-0.19350294357526632
2022-04-12,953219.910566758,12928.681868314743,966148.5924350728,1000000.0,0.9661485924350728,-0.033851407564927216,0.0005947502501427813,-0.05505576068332785,1,4179.9727,-0.13924374037691878,0.01948805609503812,-0.17778588369917792
2022-04-13,953859.7160236896,13568.218702077866,967427.9347257675,1000000.0,0.9674279347257675,-0.03257206527423251,0.001324167214765861,-0.053804496501842936,1,4139.737,-0.14752923244133265,-0.009625828417491822,-0.18570037570512943
2022-04-14,923380.4251129823,67540.05621671677,990920.481329699,1000000.0,0.990920481329699,-0.00907951867030099,0.024283510699523937,-0.03082754786880393,1,4191.5684,-0.1368559086669865,0.01252045721745132,-0.1755049720969588
2022-04-15,915544.688873086,68535.0843667984,984079.7732398844,1000000.0,0.9840797732398844,-0.01592022676011562,-0.006903387525742935,-0.03751812088514017,-1,4188.7472,-0.1374368611597262,-0.0006730654806922365,-0.1760599112392427
2022-04-18,947593.6436790738,20758.52320790291,968352.1668869767,1000000.0,0.9683521668869767,-0.03164783311302333,-0.015982044119378383,-0.05290054874125605,-1,4166.3844,-0.14204189604014517,-0.00533878005337729,-0.18045874615029656
2022-04-19,721786.1919365299,251790.71435332298,973576.9062898529,1000000.0,0.9735769062898529,-0.02642309371014706,0.005395495132388219,-0.04779047826210192,1,4134.9017,-0.14852493625110996,-0.007556359898044818,-0.18665149481567977
2022-04-20,479979.10409417783,482099.39304590225,962078.4971400801,1000000.0,0.9620784971400801,-0.03792150285991991,-0.011810478530752604,-0.05903652837536555,-1,4070.7889,-0.16172729375023032,-0.01550527791265277,-0.19926268942840342
2022-04-21,599431.2477764185,352519.9681818485,951951.215958267,1000000.0,0.951951215958267,-0.04804878404173296,-0.010526460379187235,-0.06894154307768474,-1,3995.83,-0.17716312240754672,-0.018413850936854104,-0.21400734690484624
2022-04-22,195623.43464758707,751072.0885813236,946695.5232289108,1000000.0,0.9466955232289107,-0.05330447677108929,-0.005520968555164636,-0.07408188754137301,-1,4013.2498,-0.17357596934040298,0.00435949477330122,-0.21058081604182477
2022-04-25,340933.09517646115,598249.142408371,939182.2375848321,1000000.0,0.9391822375848321,-0.0608177624151679,-0.00793632742494959,-0.08143027685053594,-1,3814.9127,-0.21441831750705231,-0.04942057182685222,-0.24959436352412478
2022-04-26,493025.149704734,446543.5607343912,939568.7104391252,1000000.0,0.9395687104391252,-0.060431289560874846,0.0004114993223113884,-0.08105228603196413,1,3784.1198,-0.22075931141520566,-0.008071718128700556,-0.2556514263039461
2022-04-27,660928.1780551686,286640.06132781506,947568.2393829837,1000000.0,0.9475682393829836,-0.052431760617016376,0.008514043576567954,-0.0732283251506528,1,3895.5361,-0.19781603294617578,0.029443121753174983,-0.23373548062181115
2022-04-28,837140.2292275922,113966.9321924448,951107.161420037,1000000.0,0.951107161420037,-0.04889283857996296,0.003734741087731911,-0.06976707289764683,1,3921.1073,-0.19255031184085036,0.006564231300539181,-0.2287055430792162
2022-04-29,949524.6491173939,12304.21808063984,961828.8671980337,1000000.0,0.9618288671980337,-0.03817113280196627,0.011272868308539285,-0.05928067961415495,1,4016.241,-0.1729600097855034,0.024261947639127257,-0.2099924373510551
2022-05-05,960891.4663190807,4064.2913430929184,964955.7576621736,1000000.0,0.9649557576621736,-0.03504424233782644,0.0032509842143218044,-0.056222415953473104,1,4010.2102,-0.17420189561182353,-0.001501603115948491,-0.21117871516875153
2022-05-06,921230.3758047497,18033.094015717506,939263.4698204672,1000000.0,0.9392634698204672,-0.060736530179532844,-0.026625353170545207,-0.0813508274431558,-1,3908.815,-0.19508159013608062,-0.025284260660451197,-0.23112347814893686
2022-05-09,916333.1068236136,18033.094015717506,934366.2008393311,1000000.0,0.9343662008393312,-0.0656337991606688,-0.005213945967761351,-0.0861406145921958,-1,3877.4364,-0.20154319366956985,-0.00802765032369146,-0.23729575000845327
2022-05-10,918781.351006548,24922.725561261177,943704.0765678092,1000000.0,0.9437040765678092,-0.05629592343219081,0.009993807267525176,-0.07700768002481118,1,3919.8684,-0.1928054309544387,0.010943312958015206,-0.2289492387063875
2022-05-11,947112.6621152785,1124.7256308794022,948237.3877461579,1000000.0,0.948237387746158,-0.051762612253842044,0.004803742286285468,-0.07257386278742972,1,3976.4231,-0.1811594668465617,0.014427703746380915,-0.21782474674902186
2022-05-12,923710.1821352515,24921.00503742695,948631.1871726784,1000000.0,0.9486311871726785,-0.05136881282732153,0.0004152962450220674,-0.07218870619510998,1,3958.74,-0.1848008396752744,-0.0044469865392342545,-0.2213030695715511
2022-05-13,909388.4873475983,45127.00397670269,954515.491324301,1000000.0,0.954515491324301,-0.045484508675698976,0.0062029419137697404,-0.06643354663269874,1,3988.6002,-0.17865191098404232,0.007542854544627886,-0.21542947189098105
2022-05-16,930921.2174027129,22649.90254342556,953571.1199461385,1000000.0,0.9535711199461384,-0.04642888005386159,-0.0009893725002329556,-0.06735719160880027,-1,3956.5378,-0.18525432527697272,-0.008038509349721168,-0.22173624941670111
2022-05-17,945344.1435693126,17868.18417608738,963212.3277454,1000000.0,0.9632123277454,-0.0367876722546,0.0101106331741739,-0.05792758229062556,1,4005.8934,-0.1750908278820129,0.012474441669684033,-0.21202784365642025
2022-05-18,958368.701255379,6462.760046124458,964831.4613015035,1000000.0,0.9648314613015034,-0.035168538698496565,0.0016809726261429365,-0.05634398434461174,1,3991.9069,-0.17797098244025156,-0.003491480826723903,-0.2147790333322862
2022-05-19,961770.797680981,7948.090276122093,969718.8879571031,1000000.0,0.969718887957103,-0.030281112042896963,0.005065575545190803,-0.05156382350863564,1,3999.5984,-0.17638711880140756,0.0019267733924355213,-0.21326609046652834
2022-05-20,927645.5,49575.28024017811,977220.7802401781,1000000.0,0.9772207802401781,-0.02277921975982189,0.007736151555095759,-0.044226577506962905,1,4077.5998,-0.16032476669337492,0.01950230803172648,-0.19792296342380222
2022-05-23,915385.7,64427.28666365147,979812.9866636514,1000000.0,0.9798129866636515,-0.020187013336348536,0.0026526312946765717,-0.04169126301583781,1,4053.9823,-0.16518817428492405,-0.0057920102899750026,-0.20256860187300418
2022-05-24,913217.5672792933,34724.65039789677,947942.2176771901,1000000.0,0.9479422176771901,-0.05205778232280989,-0.03252740004496582,-0.07286255467030756,-1,3959.1541,-0.1847155665903305,-0.02339137001165492,-0.22122161476550406
2022-05-25,947394.8805156533,6161.07871234417,953555.9592279975,1000000.0,0.9535559592279974,-0.04644404077200259,0.00592202926098496,-0.0673720195901103,1,3983.1784,-0.17976838915827165,0.006068038624715166,-0.21649595744380778
2022-05-26,950277.2597631116,5767.177352309227,956044.4371154208,1000000.0,0.9560444371154209,-0.043955562884579136,0.0026096820677814635,-0.0649381570737233,1,3993.0446,-0.17773670282484322,0.0024769666354889086,-0.2145552440716253
2022-05-27,950328.011644466,5558.677741885185,955886.6893863512,1000000.0,0.9558866893863511,-0.04411331061364887,-0.0001650004151958581,-0.06509244266603997,-1,4001.2988,-0.17603696581024963,0.002067144454134029,-0.21293161630037927
2022-05-30,961389.8597631117,4142.37467944622,965532.2344425579,1000000.0,0.9655322344425579,-0.03446776555744213,0.010090678281542838,-0.0556585912819999,1,4029.0179,-0.1703289407707278,0.006927525632427045,-0.20747917989782727
2022-05-31,977706.012565831,65.44067561626434,977771.4532414472,1000000.0,0.9777714532414472,-0.022228546758552792,0.01267613691422281,-0.04368799029132053,1,4091.5176,-0.1574587591067267,0.015512390749120364,-0.19518528725958906
2022-06-01,979917.7591475957,1823.6287146806717,981741.3878622764,1000000.0,0.9817413878622764,-0.018258612137723618,0.004060186670073352,-0.0398051850170702,1,4083.1772,-0.15917624676107445,-0.0020384612301312943,-0.19682587084894965
2022-06-02,988751.9416045754,6634.12272632122,995386.0643308966,1000000.0,0.9953860643308966,-0.004613935669103397,0.013898442744001299,-0.026459972357943062,1,4089.5682,-0.15786018714775418,0.0015652027053834061,-0.19556874052910844
2022-06-06,1034949.1115271769,3244.022426009178,1038193.1339531861,1000000.0,1.038193133953186,0.03819313395318602,0.04300549420597378,0.0,1,4166.085,-0.1421035496543257,0.018710239384197136,-0.18051763909627683
2022-06-07,1029402.1024150528,3244.022426009178,1032646.124841062,1000000.0,1.032646124841062,0.03264612484106211,-0.005342945287070293,-0.005342945287070244,-1,4179.1285,-0.13941758132912752,0.00313087707043902,-0.1779519405628942
