收盘,日期
1.586,2025-09-26
1.592,2025-09-29
1.598,2025-09-30
1.622,2025-10-09
1.598,2025-10-10
1.586,2025-10-13
1.58,2025-10-14
1.603,2025-10-15
1.614,2025-10-16
1.582,2025-10-17
1.594,2025-10-20
1.605,2025-10-21
1.605,2025-10-22
1.613,2025-10-23
1.613,2025-10-24
1.631,2025-10-27
1.62,2025-10-28
1.623,2025-10-29
1.62,2025-10-30
1.619,2025-10-31
1.625,2025-11-03
1.614,2025-11-04
1.619,2025-11-05
1.626,2025-11-06
1.619,2025-11-07
1.629,2025-11-10
1.625,2025-11-11
1.63,2025-11-12
1.643,2025-11-13
1.628,2025-11-14
1.616,2025-11-17
1.613,2025-11-18
1.617,2025-11-19
1.616,2025-11-20
1.59,2025-11-21
1.586,2025-11-24
1.596,2025-11-25
1.602,2025-11-26
1.599,2025-11-27
1.597,2025-11-28
1.612,2025-12-01
1.608,2025-12-02
1.594,2025-12-03
1.598,2025-12-04
1.605,2025-12-05
1.613,2025-12-08
1.599,2025-12-09
1.596,2025-12-10
1.595,2025-12-11
1.602,2025-12-12
1.605,2025-12-15
1.585,2025-12-16
1.602,2025-12-17
1.612,2025-12-18
1.616,2025-12-19
1.62,2025-12-22
1.623,2025-12-23
1.628,2025-12-24
1.644,2025-12-25
1.645,2025-12-26
1.635,2025-12-29
1.63,2025-12-30
1.633,2025-12-31
1.677,2026-01-05
1.691,2026-01-06
1.694,2026-01-07
1.688,2026-01-08
1.692,2026-01-09
1.708,2026-01-12
1.698,2026-01-13
1.682,2026-01-14
1.687,2026-01-15
1.69,2026-01-16
1.69,2026-01-19
1.694,2026-01-20
1.68,2026-01-21
1.678,2026-01-22
1.684,2026-01-23
