收盘,日期
0.862,2025-09-26
0.89,2025-09-29
0.929,2025-09-30
1.006,2025-10-09
0.964,2025-10-10
1.027,2025-10-13
0.987,2025-10-14
0.976,2025-10-15
0.957,2025-10-16
0.928,2025-10-17
0.921,2025-10-20
0.935,2025-10-21
0.922,2025-10-22
0.94,2025-10-23
0.96,2025-10-24
0.99,2025-10-27
0.968,2025-10-28
1.01,2025-10-29
1.038,2025-10-30
1.003,2025-10-31
0.986,2025-11-03
0.962,2025-11-04
0.971,2025-11-05
0.992,2025-11-06
1.004,2025-11-07
0.998,2025-11-10
0.986,2025-11-11
0.973,2025-11-12
1.025,2025-11-13
1.005,2025-11-14
1.042,2025-11-17
1.008,2025-11-18
1.031,2025-11-19
1.034,2025-11-20
0.958,2025-11-21
0.942,2025-11-24
0.966,2025-11-25
0.962,2025-11-26
0.956,2025-11-27
0.98,2025-11-28
0.998,2025-12-01
0.979,2025-12-02
0.974,2025-12-03
0.973,2025-12-04
0.987,2025-12-05
1.008,2025-12-08
0.985,2025-12-09
0.994,2025-12-10
0.988,2025-12-11
0.987,2025-12-12
0.977,2025-12-15
0.96,2025-12-16
1.002,2025-12-17
0.994,2025-12-18
1.015,2025-12-19
1.036,2025-12-22
1.049,2025-12-23
1.054,2025-12-24
1.049,2025-12-25
1.079,2025-12-26
1.05,2025-12-29
1.062,2025-12-30
1.067,2025-12-31
1.097,2026-01-05
1.138,2026-01-06
1.158,2026-01-07
1.136,2026-01-08
1.169,2026-01-09
1.199,2026-01-12
1.199,2026-01-13
1.186,2026-01-14
1.218,2026-01-15
1.202,2026-01-16
1.204,2026-01-19
1.191,2026-01-20
1.227,2026-01-21
1.224,2026-01-22
1.266,2026-01-23
