收盘,日期
1.412,2025-09-26
1.406,2025-09-29
1.394,2025-09-30
1.392,2025-10-09
1.398,2025-10-10
1.41,2025-10-13
1.446,2025-10-14
1.454,2025-10-15
1.474,2025-10-16
1.47,2025-10-17
1.469,2025-10-20
1.473,2025-10-21
1.487,2025-10-22
1.495,2025-10-23
1.485,2025-10-24
1.489,2025-10-27
1.485,2025-10-28
1.456,2025-10-29
1.456,2025-10-30
1.454,2025-10-31
1.473,2025-11-03
1.506,2025-11-04
1.505,2025-11-05
1.497,2025-11-06
1.497,2025-11-07
1.505,2025-11-10
1.509,2025-11-11
1.519,2025-11-12
1.517,2025-11-13
1.521,2025-11-14
1.5,2025-11-17
1.495,2025-11-18
1.508,2025-11-19
1.522,2025-11-20
1.505,2025-11-21
1.495,2025-11-24
1.515,2025-11-25
1.503,2025-11-26
1.509,2025-11-27
1.498,2025-11-28
1.509,2025-12-01
1.51,2025-12-02
1.498,2025-12-03
1.49,2025-12-04
1.483,2025-12-05
1.482,2025-12-08
1.482,2025-12-09
1.458,2025-12-10
1.461,2025-12-11
1.457,2025-12-12
1.461,2025-12-15
1.453,2025-12-16
1.456,2025-12-17
1.484,2025-12-18
1.48,2025-12-19
1.468,2025-12-22
1.474,2025-12-23
1.471,2025-12-24
1.469,2025-12-25
1.465,2025-12-26
1.479,2025-12-29
1.479,2025-12-30
1.479,2025-12-31
1.474,2026-01-05
1.478,2026-01-06
1.472,2026-01-07
1.457,2026-01-08
1.451,2026-01-09
1.455,2026-01-12
1.463,2026-01-13
1.44,2026-01-14
1.427,2026-01-15
1.414,2026-01-16
1.404,2026-01-19
1.42,2026-01-20
1.396,2026-01-21
1.389,2026-01-22
1.374,2026-01-23
