收盘,日期
1.225,2025-09-26
1.245,2025-09-29
1.256,2025-09-30
1.278,2025-10-09
1.252,2025-10-10
1.246,2025-10-13
1.216,2025-10-14
1.233,2025-10-15
1.222,2025-10-16
1.187,2025-10-17
1.195,2025-10-20
1.216,2025-10-21
1.207,2025-10-22
1.208,2025-10-23
1.228,2025-10-24
1.249,2025-10-27
1.241,2025-10-28
1.267,2025-10-29
1.252,2025-10-30
1.243,2025-10-31
1.243,2025-11-03
1.223,2025-11-04
1.223,2025-11-05
1.244,2025-11-06
1.241,2025-11-07
1.244,2025-11-10
1.234,2025-11-11
1.229,2025-11-12
1.246,2025-11-13
1.227,2025-11-14
1.225,2025-11-17
1.214,2025-11-18
1.209,2025-11-19
1.198,2025-11-20
1.166,2025-11-21
1.165,2025-11-24
1.18,2025-11-25
1.18,2025-11-26
1.178,2025-11-27
1.19,2025-11-28
1.201,2025-12-01
1.193,2025-12-02
1.186,2025-12-03
1.189,2025-12-04
1.203,2025-12-05
1.216,2025-12-08
1.208,2025-12-09
1.214,2025-12-10
1.203,2025-12-11
1.217,2025-12-12
1.209,2025-12-15
1.19,2025-12-16
1.212,2025-12-17
1.207,2025-12-18
1.219,2025-12-19
1.233,2025-12-22
1.231,2025-12-23
1.249,2025-12-24
1.26,2025-12-25
1.268,2025-12-26
1.263,2025-12-29
1.268,2025-12-30
1.268,2025-12-31
1.299,2026-01-05
1.328,2026-01-06
1.341,2026-01-07
1.342,2026-01-08
1.376,2026-01-09
1.408,2026-01-12
1.387,2026-01-13
1.401,2026-01-14
1.394,2026-01-15
1.399,2026-01-16
1.41,2026-01-19
1.404,2026-01-20
1.418,2026-01-21
1.428,2026-01-22
1.467,2026-01-23
