收盘,日期
1.219,2025-09-26
1.229,2025-09-29
1.239,2025-09-30
1.239,2025-10-09
1.216,2025-10-10
1.191,2025-10-13
1.182,2025-10-14
1.203,2025-10-15
1.202,2025-10-16
1.176,2025-10-17
1.199,2025-10-20
1.218,2025-10-21
1.201,2025-10-22
1.212,2025-10-23
1.215,2025-10-24
1.23,2025-10-27
1.215,2025-10-28
1.225,2025-10-29
1.208,2025-10-30
1.197,2025-10-31
1.204,2025-11-03
1.195,2025-11-04
1.191,2025-11-05
1.215,2025-11-06
1.206,2025-11-07
1.226,2025-11-10
1.226,2025-11-11
1.24,2025-11-12
1.247,2025-11-13
1.221,2025-11-14
1.207,2025-11-17
1.187,2025-11-18
1.184,2025-11-19
1.18,2025-11-20
1.163,2025-11-21
1.174,2025-11-24
1.181,2025-11-25
1.186,2025-11-26
1.183,2025-11-27
1.179,2025-11-28
1.183,2025-12-01
1.184,2025-12-02
1.167,2025-12-03
1.176,2025-12-04
1.191,2025-12-05
1.178,2025-12-08
1.159,2025-12-09
1.157,2025-12-10
1.154,2025-12-11
1.171,2025-12-12
1.156,2025-12-15
1.133,2025-12-16
1.143,2025-12-17
1.137,2025-12-18
1.148,2025-12-19
1.152,2025-12-22
1.151,2025-12-23
1.152,2025-12-24
1.149,2025-12-25
1.155,2025-12-26
1.145,2025-12-29
1.154,2025-12-30
1.139,2025-12-31
1.17,2026-01-05
1.182,2026-01-06
1.166,2026-01-07
1.152,2026-01-08
1.155,2026-01-09
1.17,2026-01-12
1.178,2026-01-13
1.186,2026-01-14
1.178,2026-01-15
1.168,2026-01-16
1.16,2026-01-19
1.154,2026-01-20
1.153,2026-01-21
1.154,2026-01-22
1.161,2026-01-23
