收盘,日期
1.14,2025-09-26
1.154,2025-09-29
1.165,2025-09-30
1.182,2025-10-09
1.163,2025-10-10
1.16,2025-10-13
1.132,2025-10-14
1.144,2025-10-15
1.134,2025-10-16
1.11,2025-10-17
1.113,2025-10-20
1.132,2025-10-21
1.124,2025-10-22
1.124,2025-10-23
1.141,2025-10-24
1.16,2025-10-27
1.155,2025-10-28
1.176,2025-10-29
1.164,2025-10-30
1.157,2025-10-31
1.153,2025-11-03
1.138,2025-11-04
1.133,2025-11-05
1.155,2025-11-06
1.153,2025-11-07
1.151,2025-11-10
1.145,2025-11-11
1.139,2025-11-12
1.154,2025-11-13
1.14,2025-11-14
1.134,2025-11-17
1.125,2025-11-18
1.121,2025-11-19
1.113,2025-11-20
1.07,2025-11-21
1.08,2025-11-24
1.092,2025-11-25
1.096,2025-11-26
1.092,2025-11-27
1.103,2025-11-28
1.114,2025-12-01
1.106,2025-12-02
1.098,2025-12-03
1.102,2025-12-04
1.113,2025-12-05
1.125,2025-12-08
1.122,2025-12-09
1.125,2025-12-10
1.112,2025-12-11
1.128,2025-12-12
1.121,2025-12-15
1.106,2025-12-16
1.122,2025-12-17
1.121,2025-12-18
1.128,2025-12-19
1.139,2025-12-22
1.138,2025-12-23
1.154,2025-12-24
1.164,2025-12-25
1.17,2025-12-26
1.167,2025-12-29
1.169,2025-12-30
1.171,2025-12-31
1.196,2026-01-05
1.225,2026-01-06
1.234,2026-01-07
1.243,2026-01-08
1.257,2026-01-09
1.291,2026-01-12
1.262,2026-01-13
1.283,2026-01-14
1.278,2026-01-15
1.286,2026-01-16
1.296,2026-01-19
1.279,2026-01-20
1.3,2026-01-21
1.309,2026-01-22
1.342,2026-01-23
