收盘,日期
1.243,2025-09-26
1.26,2025-09-29
1.274,2025-09-30
1.292,2025-10-09
1.262,2025-10-10
1.257,2025-10-13
1.238,2025-10-14
1.257,2025-10-15
1.264,2025-10-16
1.234,2025-10-17
1.239,2025-10-20
1.26,2025-10-21
1.254,2025-10-22
1.258,2025-10-23
1.277,2025-10-24
1.291,2025-10-27
1.283,2025-10-28
1.299,2025-10-29
1.291,2025-10-30
1.272,2025-10-31
1.274,2025-11-03
1.264,2025-11-04
1.267,2025-11-05
1.286,2025-11-06
1.284,2025-11-07
1.286,2025-11-10
1.276,2025-11-11
1.276,2025-11-12
1.292,2025-11-13
1.276,2025-11-14
1.266,2025-11-17
1.259,2025-11-18
1.267,2025-11-19
1.258,2025-11-20
1.228,2025-11-21
1.227,2025-11-24
1.238,2025-11-25
1.249,2025-11-26
1.244,2025-11-27
1.248,2025-11-28
1.262,2025-12-01
1.257,2025-12-02
1.252,2025-12-03
1.26,2025-12-04
1.271,2025-12-05
1.277,2025-12-08
1.271,2025-12-09
1.267,2025-12-10
1.259,2025-12-11
1.268,2025-12-12
1.258,2025-12-15
1.241,2025-12-16
1.263,2025-12-17
1.256,2025-12-18
1.259,2025-12-19
1.273,2025-12-22
1.277,2025-12-23
1.281,2025-12-24
1.283,2025-12-25
1.288,2025-12-26
1.28,2025-12-29
1.285,2025-12-30
1.279,2025-12-31
1.309,2026-01-05
1.33,2026-01-06
1.326,2026-01-07
1.316,2026-01-08
1.324,2026-01-09
1.328,2026-01-12
1.319,2026-01-13
1.32,2026-01-14
1.325,2026-01-15
1.319,2026-01-16
1.322,2026-01-19
1.315,2026-01-20
1.322,2026-01-21
1.316,2026-01-22
1.311,2026-01-23
