收盘,日期
1.004,2025-11-13
0.981,2025-11-14
0.971,2025-11-17
0.96,2025-11-18
0.949,2025-11-19
0.937,2025-11-20
0.916,2025-11-21
0.912,2025-11-24
0.922,2025-11-25
0.93,2025-11-26
0.926,2025-11-27
0.93,2025-11-28
0.934,2025-12-01
0.928,2025-12-02
0.911,2025-12-03
0.933,2025-12-04
0.943,2025-12-05
0.952,2025-12-08
0.932,2025-12-09
0.933,2025-12-10
0.917,2025-12-11
0.936,2025-12-12
0.908,2025-12-15
0.884,2025-12-16
0.895,2025-12-17
0.878,2025-12-18
0.887,2025-12-19
0.901,2025-12-22
0.896,2025-12-23
0.903,2025-12-24
0.902,2025-12-25
0.907,2025-12-26
0.901,2025-12-29
0.919,2025-12-30
0.909,2025-12-31
0.942,2026-01-05
0.951,2026-01-06
0.944,2026-01-07
0.939,2026-01-08
0.949,2026-01-09
0.977,2026-01-12
0.965,2026-01-13
0.973,2026-01-14
0.978,2026-01-15
0.981,2026-01-16
0.968,2026-01-19
0.951,2026-01-20
0.963,2026-01-21
0.967,2026-01-22
0.974,2026-01-23
