开盘,收盘,日期
1.006,1.011,2025-07-21
1.014,1.018,2025-07-22
1.019,1.015,2025-07-23
1.015,1.016,2025-07-24
1.018,1.013,2025-07-25
1.013,1.007,2025-07-28
1.007,1.014,2025-07-29
1.012,1.027,2025-07-30
1.027,0.995,2025-07-31
0.999,0.988,2025-08-01
0.99,0.991,2025-08-04
0.993,0.997,2025-08-05
0.997,1.002,2025-08-06
1.002,1.016,2025-08-07
1.016,1.016,2025-08-08
1.029,1.009,2025-08-11
1.01,1.009,2025-08-12
1.014,1.019,2025-08-13
1.02,1.022,2025-08-14
1.022,1.023,2025-08-15
1.023,1.029,2025-08-18
1.032,1.038,2025-08-19
1.042,1.06,2025-08-20
1.069,1.056,2025-08-21
1.057,1.066,2025-08-22
1.089,1.077,2025-08-25
1.077,1.081,2025-08-26
1.082,1.06,2025-08-27
1.055,1.049,2025-08-28
1.052,1.059,2025-08-29
1.061,1.045,2025-09-01
1.049,1.039,2025-09-02
1.041,1.038,2025-09-03
1.044,1.042,2025-09-04
1.043,1.053,2025-09-05
1.053,1.053,2025-09-08
1.052,1.056,2025-09-09
1.065,1.052,2025-09-10
1.05,1.054,2025-09-11
1.057,1.043,2025-09-12
1.044,1.038,2025-09-15
1.042,1.045,2025-09-16
1.058,1.048,2025-09-17
1.052,1.033,2025-09-18
1.032,1.044,2025-09-19
1.042,1.037,2025-09-22
1.036,1.018,2025-09-23
1.015,1.023,2025-09-24
1.023,1.01,2025-09-25
1.005,1.013,2025-09-26
1.013,1.019,2025-09-29
1.02,1.022,2025-09-30
1.005,1.005,2025-10-09
1.003,1.007,2025-10-10
0.99,0.997,2025-10-13
1.001,0.99,2025-10-14
0.995,1.01,2025-10-15
1.018,1.012,2025-10-16
1.014,1.001,2025-10-17
1.014,1.007,2025-10-20
1.011,1.01,2025-10-21
1.005,0.999,2025-10-22
0.995,0.996,2025-10-23
0.998,0.994,2025-10-24
0.998,0.994,2025-10-27
0.994,0.972,2025-10-28
0.975,0.975,2025-10-29
0.973,0.959,2025-10-30
0.959,0.96,2025-10-31
0.965,0.962,2025-11-03
0.963,0.954,2025-11-04
0.951,0.953,2025-11-05
0.954,0.958,2025-11-06
0.957,0.957,2025-11-07
0.96,0.989,2025-11-10
0.99,0.987,2025-11-11
0.993,1.007,2025-11-12
1.007,1.008,2025-11-13
1.006,0.991,2025-11-14
0.992,0.988,2025-11-17
0.988,0.977,2025-11-18
0.978,0.975,2025-11-19
0.977,0.974,2025-11-20
0.97,0.965,2025-11-21
0.97,0.969,2025-11-24
0.969,0.967,2025-11-25
0.972,0.972,2025-11-26
0.975,0.98,2025-11-27
0.98,0.974,2025-11-28
0.974,0.976,2025-12-01
0.977,0.981,2025-12-02
0.98,0.973,2025-12-03
0.972,0.968,2025-12-04
0.966,0.968,2025-12-05
0.969,0.951,2025-12-08
0.95,0.936,2025-12-09
0.936,0.939,2025-12-10
0.941,0.935,2025-12-11
0.937,0.946,2025-12-12
0.944,0.95,2025-12-15
0.953,0.937,2025-12-16
0.938,0.95,2025-12-17
0.948,0.94,2025-12-18
0.943,0.952,2025-12-19
0.953,0.956,2025-12-22
0.959,0.955,2025-12-23
0.957,0.955,2025-12-24
0.955,0.956,2025-12-25
0.956,0.958,2025-12-26
0.958,0.937,2025-12-29
0.934,0.924,2025-12-30
0.924,0.917,2025-12-31
0.922,0.925,2026-01-05
0.926,0.934,2026-01-06
0.935,0.933,2026-01-07
0.933,0.928,2026-01-08
0.93,0.93,2026-01-09
0.931,0.934,2026-01-12
0.935,0.927,2026-01-13
0.932,0.934,2026-01-14
0.934,0.935,2026-01-15
0.938,0.931,2026-01-16
0.927,0.929,2026-01-19
0.933,0.955,2026-01-20
0.956,0.943,2026-01-21
0.943,0.958,2026-01-22
0.958,0.962,2026-01-23
0.96,0.955,2026-01-26
0.956,0.955,2026-01-27
