收盘,日期
0.833,2025-09-26
0.84,2025-09-29
0.855,2025-09-30
0.857,2025-10-09
0.83,2025-10-10
0.81,2025-10-13
0.787,2025-10-14
0.806,2025-10-15
0.795,2025-10-16
0.768,2025-10-17
0.786,2025-10-20
0.802,2025-10-21
0.787,2025-10-22
0.793,2025-10-23
0.8,2025-10-24
0.815,2025-10-27
0.805,2025-10-28
0.813,2025-10-29
0.794,2025-10-30
0.785,2025-10-31
0.788,2025-11-03
0.776,2025-11-04
0.768,2025-11-05
0.785,2025-11-06
0.774,2025-11-07
0.782,2025-11-10
0.782,2025-11-11
0.785,2025-11-12
0.793,2025-11-13
0.769,2025-11-14
0.76,2025-11-17
0.746,2025-11-18
0.741,2025-11-19
0.732,2025-11-20
0.72,2025-11-21
0.733,2025-11-24
0.737,2025-11-25
0.742,2025-11-26
0.736,2025-11-27
0.738,2025-11-28
0.743,2025-12-01
0.739,2025-12-02
0.728,2025-12-03
0.736,2025-12-04
0.746,2025-12-05
0.746,2025-12-08
0.733,2025-12-09
0.733,2025-12-10
0.726,2025-12-11
0.74,2025-12-12
0.724,2025-12-15
0.708,2025-12-16
0.716,2025-12-17
0.707,2025-12-18
0.72,2025-12-19
0.722,2025-12-22
0.717,2025-12-23
0.718,2025-12-24
0.719,2025-12-25
0.724,2025-12-26
0.719,2025-12-29
0.728,2025-12-30
0.719,2025-12-31
0.744,2026-01-05
0.758,2026-01-06
0.743,2026-01-07
0.735,2026-01-08
0.74,2026-01-09
0.758,2026-01-12
0.756,2026-01-13
0.764,2026-01-14
0.754,2026-01-15
0.753,2026-01-16
0.745,2026-01-19
0.738,2026-01-20
0.74,2026-01-21
0.742,2026-01-22
0.748,2026-01-23
