收盘,日期
1.713,2025-09-26
1.752,2025-09-29
1.737,2025-09-30
1.76,2025-10-09
1.699,2025-10-10
1.665,2025-10-13
1.567,2025-10-14
1.614,2025-10-15
1.625,2025-10-16
1.563,2025-10-17
1.609,2025-10-20
1.712,2025-10-21
1.698,2025-10-22
1.663,2025-10-23
1.757,2025-10-24
1.845,2025-10-27
1.849,2025-10-28
1.875,2025-10-29
1.814,2025-10-30
1.724,2025-10-31
1.74,2025-11-03
1.712,2025-11-04
1.707,2025-11-05
1.755,2025-11-06
1.72,2025-11-07
1.696,2025-11-10
1.653,2025-11-11
1.663,2025-11-12
1.661,2025-11-13
1.605,2025-11-14
1.611,2025-11-17
1.612,2025-11-18
1.62,2025-11-19
1.624,2025-11-20
1.534,2025-11-21
1.52,2025-11-24
1.585,2025-11-25
1.658,2025-11-26
1.654,2025-11-27
1.662,2025-11-28
1.708,2025-12-01
1.71,2025-12-02
1.691,2025-12-03
1.701,2025-12-04
1.709,2025-12-05
1.787,2025-12-08
1.838,2025-12-09
1.838,2025-12-10
1.785,2025-12-11
1.797,2025-12-12
1.754,2025-12-15
1.724,2025-12-16
1.808,2025-12-17
1.767,2025-12-18
1.772,2025-12-19
1.846,2025-12-22
1.844,2025-12-23
1.887,2025-12-24
1.89,2025-12-25
1.875,2025-12-26
1.887,2025-12-29
1.886,2025-12-30
1.86,2025-12-31
1.909,2026-01-05
1.908,2026-01-06
1.918,2026-01-07
1.897,2026-01-08
1.901,2026-01-09
1.944,2026-01-12
1.883,2026-01-13
1.903,2026-01-14
1.932,2026-01-15
1.957,2026-01-16
1.934,2026-01-19
1.886,2026-01-20
1.908,2026-01-21
1.949,2026-01-22
1.927,2026-01-23
