开盘,收盘,日期
1.001,1.02,2025-11-13
1.0,0.995,2025-11-14
0.992,0.985,2025-11-17
0.985,0.967,2025-11-18
0.967,0.958,2025-11-19
0.973,0.95,2025-11-20
0.934,0.932,2025-11-21
0.933,0.95,2025-11-24
0.965,0.955,2025-11-25
0.967,0.965,2025-11-26
0.965,0.953,2025-11-27
0.956,0.957,2025-11-28
0.953,0.959,2025-12-01
0.964,0.952,2025-12-02
0.949,0.939,2025-12-03
0.939,0.952,2025-12-04
0.949,0.962,2025-12-05
0.962,0.958,2025-12-08
0.959,0.943,2025-12-09
0.943,0.946,2025-12-10
0.952,0.941,2025-12-11
0.945,0.956,2025-12-12
0.945,0.929,2025-12-15
0.928,0.909,2025-12-16
0.91,0.917,2025-12-17
0.907,0.907,2025-12-18
0.916,0.924,2025-12-19
0.929,0.925,2025-12-22
0.924,0.917,2025-12-23
0.917,0.918,2025-12-24
0.917,0.917,2025-12-25
0.917,0.922,2025-12-26
0.922,0.917,2025-12-29
0.914,0.922,2025-12-30
0.922,0.909,2025-12-31
0.929,0.948,2026-01-05
0.953,0.958,2026-01-06
0.948,0.94,2026-01-07
0.941,0.933,2026-01-08
0.935,0.938,2026-01-09
0.937,0.961,2026-01-12
0.977,0.961,2026-01-13
0.97,0.977,2026-01-14
0.976,0.971,2026-01-15
0.978,0.967,2026-01-16
0.961,0.952,2026-01-19
0.948,0.937,2026-01-20
0.934,0.942,2026-01-21
0.953,0.945,2026-01-22
0.955,0.957,2026-01-23
0.957,0.942,2026-01-26
0.944,0.952,2026-01-27
