开盘,收盘,日期
5.274,5.348,2020-01-02
5.344,5.37,2020-01-03
5.36,5.43,2020-01-06
5.429,5.488,2020-01-07
5.486,5.422,2020-01-08
5.448,5.492,2020-01-09
5.493,5.471,2020-01-10
5.461,5.563,2020-01-13
5.562,5.536,2020-01-14
5.532,5.522,2020-01-15
5.522,5.526,2020-01-16
5.526,5.501,2020-01-17
5.5,5.587,2020-01-20
5.586,5.522,2020-01-21
5.522,5.573,2020-01-22
5.573,5.385,2020-01-23
4.847,4.88,2020-02-03
4.87,4.998,2020-02-04
4.998,5.111,2020-02-05
5.112,5.28,2020-02-06
5.249,5.31,2020-02-07
5.3,5.361,2020-02-10
5.37,5.345,2020-02-11
5.335,5.444,2020-02-12
5.444,5.409,2020-02-13
5.408,5.422,2020-02-14
5.43,5.587,2020-02-17
5.531,5.654,2020-02-18
5.644,5.603,2020-02-19
5.602,5.698,2020-02-20
5.698,5.782,2020-02-21
5.772,5.846,2020-02-24
5.7,5.88,2020-02-25
5.781,5.729,2020-02-26
5.728,5.73,2020-02-27
5.708,5.454,2020-02-28
5.46,5.64,2020-03-02
5.675,5.71,2020-03-03
5.7,5.711,2020-03-04
5.74,5.794,2020-03-05
5.773,5.768,2020-03-06
5.7,5.544,2020-03-09
5.534,5.665,2020-03-10
5.661,5.601,2020-03-11
5.599,5.5,2020-03-12
5.389,5.468,2020-03-13
5.476,5.202,2020-03-16
5.2,5.219,2020-03-17
5.25,5.138,2020-03-18
5.138,5.156,2020-03-19
5.196,5.232,2020-03-20
5.158,5.022,2020-03-23
5.115,5.096,2020-03-24
5.13,5.22,2020-03-25
5.22,5.175,2020-03-26
5.188,5.154,2020-03-27
5.15,5.046,2020-03-30
5.051,5.052,2020-03-31
5.054,5.025,2020-04-01
5.02,5.166,2020-04-02
5.166,5.126,2020-04-03
5.16,5.275,2020-04-07
5.242,5.285,2020-04-08
5.308,5.338,2020-04-09
5.338,5.225,2020-04-10
5.196,5.183,2020-04-13
5.181,5.296,2020-04-14
5.296,5.277,2020-04-15
5.276,5.334,2020-04-16
5.341,5.335,2020-04-17
5.334,5.392,2020-04-20
5.389,5.359,2020-04-21
5.356,5.413,2020-04-22
5.42,5.377,2020-04-23
5.371,5.304,2020-04-24
5.304,5.29,2020-04-27
5.29,5.257,2020-04-28
5.247,5.261,2020-04-29
5.265,5.382,2020-04-30
5.332,5.483,2020-05-06
5.481,5.474,2020-05-07
5.472,5.545,2020-05-08
5.545,5.523,2020-05-11
5.526,5.537,2020-05-12
5.5,5.568,2020-05-13
5.547,5.535,2020-05-14
5.536,5.539,2020-05-15
5.54,5.522,2020-05-18
5.527,5.583,2020-05-19
5.576,5.53,2020-05-20
5.536,5.475,2020-05-21
5.475,5.387,2020-05-22
5.387,5.367,2020-05-25
5.37,5.459,2020-05-26
5.456,5.421,2020-05-27
5.416,5.411,2020-05-28
5.406,5.455,2020-05-29
5.46,5.634,2020-06-01
5.634,5.629,2020-06-02
5.629,5.625,2020-06-03
5.625,5.621,2020-06-04
5.621,5.636,2020-06-05
5.639,5.627,2020-06-08
5.627,5.66,2020-06-09
5.653,5.668,2020-06-10
5.666,5.66,2020-06-11
5.625,5.655,2020-06-12
5.649,5.648,2020-06-15
5.67,5.746,2020-06-16
5.786,5.784,2020-06-17
5.785,5.794,2020-06-18
5.799,5.852,2020-06-19
5.852,5.861,2020-06-22
5.863,5.881,2020-06-23
5.886,5.877,2020-06-24
5.876,5.837,2020-06-29
5.843,5.937,2020-06-30
5.97,5.966,2020-07-01
5.962,6.084,2020-07-02
6.085,6.151,2020-07-03
6.16,6.443,2020-07-06
6.445,6.514,2020-07-07
6.506,6.66,2020-07-08
6.76,6.808,2020-07-09
6.808,6.825,2020-07-10
6.825,7.035,2020-07-13
7.034,6.94,2020-07-14
7.0,6.786,2020-07-15
6.786,6.47,2020-07-16
6.561,6.499,2020-07-17
6.547,6.684,2020-07-20
6.777,6.727,2020-07-21
6.711,6.779,2020-07-22
6.779,6.796,2020-07-23
6.78,6.461,2020-07-24
6.5,6.464,2020-07-27
6.515,6.527,2020-07-28
6.522,6.726,2020-07-29
6.733,6.695,2020-07-30
6.689,6.761,2020-07-31
6.801,6.917,2020-08-03
6.916,6.895,2020-08-04
6.895,6.958,2020-08-05
6.951,6.971,2020-08-06
6.971,6.887,2020-08-07
6.887,6.919,2020-08-10
6.93,6.807,2020-08-11
6.81,6.718,2020-08-12
6.813,6.743,2020-08-13
6.743,6.844,2020-08-14
6.844,6.942,2020-08-17
6.957,6.997,2020-08-18
6.994,6.883,2020-08-19
6.832,6.808,2020-08-20
6.807,6.849,2020-08-21
6.853,6.903,2020-08-24
6.906,6.885,2020-08-25
6.878,6.773,2020-08-26
6.793,6.821,2020-08-27
6.804,6.947,2020-08-28
6.947,6.911,2020-08-31
6.911,6.964,2020-09-01
6.965,6.959,2020-09-02
6.931,6.911,2020-09-03
6.896,6.884,2020-09-04
6.897,6.729,2020-09-07
6.759,6.78,2020-09-08
6.716,6.613,2020-09-09
6.613,6.494,2020-09-10
6.491,6.552,2020-09-11
6.552,6.607,2020-09-14
6.589,6.628,2020-09-15
6.619,6.609,2020-09-16
6.596,6.623,2020-09-17
6.748,6.747,2020-09-18
6.743,6.706,2020-09-21
6.699,6.611,2020-09-22
6.618,6.655,2020-09-23
6.647,6.523,2020-09-24
6.546,6.51,2020-09-25
6.501,6.455,2020-09-28
6.491,6.498,2020-09-29
6.5,6.462,2020-09-30
6.545,6.627,2020-10-09
6.65,6.831,2020-10-12
6.829,6.836,2020-10-13
6.836,6.787,2020-10-14
6.801,6.755,2020-10-15
6.755,6.714,2020-10-16
6.728,6.647,2020-10-19
6.62,6.711,2020-10-20
6.708,6.651,2020-10-21
6.612,6.612,2020-10-22
6.612,6.516,2020-10-23
6.516,6.512,2020-10-26
6.5,6.51,2020-10-27
6.503,6.545,2020-10-28
6.538,6.56,2020-10-29
6.56,6.414,2020-10-30
6.42,6.457,2020-11-02
6.479,6.549,2020-11-03
6.549,6.538,2020-11-04
6.585,6.675,2020-11-05
6.675,6.627,2020-11-06
6.612,6.748,2020-11-09
6.748,6.702,2020-11-10
6.676,6.627,2020-11-11
6.638,6.635,2020-11-12
6.598,6.636,2020-11-13
6.643,6.711,2020-11-16
6.71,6.678,2020-11-17
6.683,6.68,2020-11-18
6.661,6.713,2020-11-19
6.696,6.775,2020-11-20
6.77,6.828,2020-11-23
6.839,6.826,2020-11-24
6.809,6.718,2020-11-25
6.718,6.695,2020-11-26
6.688,6.708,2020-11-27
6.693,6.669,2020-11-30
6.676,6.769,2020-12-01
6.748,6.783,2020-12-02
6.776,6.801,2020-12-03
6.794,6.834,2020-12-04
6.841,6.78,2020-12-07
6.786,6.787,2020-12-08
6.788,6.671,2020-12-09
6.671,6.683,2020-12-10
6.676,6.552,2020-12-11
6.559,6.617,2020-12-14
6.607,6.627,2020-12-15
6.627,6.603,2020-12-16
6.603,6.688,2020-12-17
6.679,6.669,2020-12-18
6.669,6.768,2020-12-21
6.74,6.635,2020-12-22
6.654,6.69,2020-12-23
6.664,6.606,2020-12-24
6.613,6.672,2020-12-25
6.665,6.615,2020-12-28
6.614,6.605,2020-12-29
6.607,6.655,2020-12-30
6.654,6.752,2020-12-31
6.752,6.873,2021-01-04
6.854,6.936,2021-01-05
6.95,6.926,2021-01-06
6.885,6.929,2021-01-07
6.929,6.954,2021-01-08
6.964,6.855,2021-01-11
6.857,6.93,2021-01-12
6.934,6.917,2021-01-13
6.918,6.858,2021-01-14
6.851,6.82,2021-01-15
6.8,6.921,2021-01-18
6.951,6.889,2021-01-19
6.896,6.933,2021-01-20
6.9,7.039,2021-01-21
7.026,7.053,2021-01-22
7.054,7.096,2021-01-25
7.096,6.982,2021-01-26
6.975,7.0,2021-01-27
6.86,6.883,2021-01-28
6.883,6.796,2021-01-29
6.792,6.841,2021-02-01
6.856,6.903,2021-02-02
6.901,6.878,2021-02-03
6.871,6.797,2021-02-04
6.796,6.688,2021-02-05
6.7,6.76,2021-02-08
6.786,6.908,2021-02-09
6.915,6.991,2021-02-10
7.08,7.11,2021-02-18
7.122,7.19,2021-02-19
7.2,7.154,2021-02-22
7.147,7.11,2021-02-23
7.103,7.003,2021-02-24
7.005,6.957,2021-02-25
6.94,6.817,2021-02-26
6.824,6.934,2021-03-01
6.944,6.885,2021-03-02
6.885,6.971,2021-03-03
6.972,6.87,2021-03-04
6.863,6.88,2021-03-05
6.887,6.712,2021-03-08
6.714,6.548,2021-03-09
6.679,6.485,2021-03-10
6.488,6.65,2021-03-11
6.65,6.665,2021-03-12
6.668,6.62,2021-03-15
6.63,6.618,2021-03-16
6.611,6.658,2021-03-17
6.658,6.714,2021-03-18
6.579,6.657,2021-03-19
6.657,6.738,2021-03-22
6.746,6.678,2021-03-23
6.677,6.591,2021-03-24
6.584,6.607,2021-03-25
6.623,6.708,2021-03-26
6.702,6.706,2021-03-29
6.708,6.739,2021-03-30
6.739,6.723,2021-03-31
6.716,6.779,2021-04-01
6.776,6.8,2021-04-02
6.8,6.81,2021-04-06
6.811,6.826,2021-04-07
6.819,6.839,2021-04-08
6.867,6.822,2021-04-09
6.84,6.715,2021-04-12
6.708,6.685,2021-04-13
6.702,6.756,2021-04-14
6.74,6.752,2021-04-15
6.766,6.836,2021-04-16
6.816,6.92,2021-04-19
6.906,6.933,2021-04-20
6.909,6.928,2021-04-21
6.946,6.945,2021-04-22
6.946,6.98,2021-04-23
6.973,6.961,2021-04-26
6.963,6.956,2021-04-27
6.933,6.997,2021-04-28
7.0,7.007,2021-04-29
7.0,7.016,2021-04-30
7.046,7.005,2021-05-06
7.0,6.981,2021-05-07
6.981,6.994,2021-05-10
6.973,6.977,2021-05-11
