收盘,日期
105.928,2025-09-26
105.581,2025-09-29
105.766,2025-09-30
105.962,2025-10-09
105.362,2025-10-10
105.758,2025-10-13
106.09,2025-10-14
105.815,2025-10-15
106.238,2025-10-16
107.128,2025-10-17
106.839,2025-10-20
106.946,2025-10-21
107.2,2025-10-22
106.866,2025-10-23
106.657,2025-10-24
106.887,2025-10-27
107.543,2025-10-28
107.312,2025-10-29
107.507,2025-10-30
107.909,2025-10-31
108.0,2025-11-03
108.111,2025-11-04
108.217,2025-11-05
107.741,2025-11-06
107.742,2025-11-07
107.758,2025-11-10
107.831,2025-11-11
107.91,2025-11-12
107.711,2025-11-13
107.815,2025-11-14
107.985,2025-11-17
107.963,2025-11-18
107.602,2025-11-19
107.45,2025-11-20
107.287,2025-11-21
107.431,2025-11-24
106.971,2025-11-25
106.297,2025-11-26
106.356,2025-11-27
106.439,2025-11-28
106.491,2025-12-01
105.908,2025-12-02
105.644,2025-12-03
104.23,2025-12-04
104.377,2025-12-05
104.004,2025-12-08
104.587,2025-12-09
104.786,2025-12-10
105.501,2025-12-11
105.127,2025-12-12
104.172,2025-12-15
104.022,2025-12-16
104.559,2025-12-17
105.095,2025-12-18
105.039,2025-12-19
104.792,2025-12-22
105.462,2025-12-23
105.383,2025-12-24
105.221,2025-12-25
105.361,2025-12-26
104.448,2025-12-29
104.508,2025-12-30
103.995,2025-12-31
103.952,2026-01-05
103.585,2026-01-06
103.019,2026-01-07
103.4,2026-01-08
103.245,2026-01-09
103.412,2026-01-12
103.738,2026-01-13
103.724,2026-01-14
103.612,2026-01-15
103.632,2026-01-16
103.555,2026-01-19
103.881,2026-01-20
104.708,2026-01-21
104.701,2026-01-22
104.882,2026-01-23
