开盘,收盘,日期
0.99,0.999,2025-05-29
0.999,0.995,2025-05-30
0.99,0.993,2025-06-03
0.995,0.997,2025-06-04
0.998,0.999,2025-06-05
1.0,0.999,2025-06-06
0.999,1.002,2025-06-09
1.002,0.997,2025-06-10
0.996,1.003,2025-06-11
1.002,1.007,2025-06-12
1.004,0.999,2025-06-13
1.0,0.999,2025-06-16
1.002,0.998,2025-06-17
1.001,1.001,2025-06-18
0.996,0.993,2025-06-19
0.994,0.989,2025-06-20
0.988,0.993,2025-06-23
0.988,1.006,2025-06-24
1.006,1.02,2025-06-25
1.019,1.016,2025-06-26
1.016,1.011,2025-06-27
1.011,1.018,2025-06-30
1.017,1.019,2025-07-01
1.019,1.017,2025-07-02
1.019,1.023,2025-07-03
1.023,1.025,2025-07-04
1.025,1.02,2025-07-07
1.022,1.03,2025-07-08
1.029,1.027,2025-07-09
1.029,1.03,2025-07-10
1.032,1.035,2025-07-11
1.038,1.038,2025-07-14
1.041,1.038,2025-07-15
1.034,1.032,2025-07-16
1.035,1.039,2025-07-17
1.041,1.047,2025-07-18
1.047,1.052,2025-07-21
1.052,1.062,2025-07-22
1.062,1.065,2025-07-23
1.069,1.071,2025-07-24
1.071,1.068,2025-07-25
1.07,1.07,2025-07-28
1.07,1.073,2025-07-29
1.073,1.072,2025-07-30
1.07,1.052,2025-07-31
1.052,1.05,2025-08-01
1.05,1.056,2025-08-04
1.059,1.066,2025-08-05
1.068,1.071,2025-08-06
1.073,1.071,2025-08-07
1.073,1.069,2025-08-08
1.069,1.074,2025-08-11
1.074,1.076,2025-08-12
1.079,1.085,2025-08-13
1.088,1.087,2025-08-14
1.083,1.095,2025-08-15
1.093,1.102,2025-08-18
1.103,1.093,2025-08-19
1.094,1.113,2025-08-20
1.116,1.12,2025-08-21
1.124,1.138,2025-08-22
1.145,1.163,2025-08-25
1.166,1.161,2025-08-26
1.166,1.141,2025-08-27
1.145,1.162,2025-08-28
1.162,1.172,2025-08-29
1.172,1.18,2025-09-01
1.18,1.17,2025-09-02
1.178,1.162,2025-09-03
1.162,1.138,2025-09-04
1.138,1.164,2025-09-05
1.175,1.17,2025-09-08
1.17,1.165,2025-09-09
1.164,1.163,2025-09-10
1.16,1.183,2025-09-11
1.183,1.178,2025-09-12
1.178,1.181,2025-09-15
1.181,1.182,2025-09-16
1.19,1.19,2025-09-17
1.19,1.177,2025-09-18
1.187,1.178,2025-09-19
1.178,1.177,2025-09-22
1.188,1.178,2025-09-23
1.178,1.193,2025-09-24
1.198,1.205,2025-09-25
1.2,1.193,2025-09-26
1.197,1.207,2025-09-29
1.207,1.213,2025-09-30
1.214,1.235,2025-10-09
1.241,1.211,2025-10-10
1.176,1.206,2025-10-13
1.218,1.19,2025-10-14
1.193,1.206,2025-10-15
1.206,1.205,2025-10-16
1.205,1.176,2025-10-17
1.178,1.18,2025-10-20
1.18,1.196,2025-10-21
1.195,1.193,2025-10-22
1.191,1.198,2025-10-23
1.201,1.212,2025-10-24
1.222,1.228,2025-10-27
1.22,1.222,2025-10-28
1.222,1.229,2025-10-29
1.23,1.219,2025-10-30
1.218,1.206,2025-10-31
1.208,1.212,2025-11-03
1.211,1.196,2025-11-04
1.177,1.198,2025-11-05
1.201,1.211,2025-11-06
1.208,1.208,2025-11-07
1.213,1.212,2025-11-10
1.216,1.203,2025-11-11
1.202,1.203,2025-11-12
1.202,1.215,2025-11-13
1.206,1.199,2025-11-14
1.199,1.192,2025-11-17
1.197,1.185,2025-11-18
1.185,1.187,2025-11-19
1.195,1.179,2025-11-20
1.17,1.155,2025-11-21
1.159,1.156,2025-11-24
1.163,1.167,2025-11-25
1.167,1.17,2025-11-26
1.174,1.169,2025-11-27
1.169,1.176,2025-11-28
1.182,1.19,2025-12-01
1.19,1.183,2025-12-02
1.184,1.179,2025-12-03
1.181,1.183,2025-12-04
1.185,1.196,2025-12-05
1.206,1.203,2025-12-08
1.204,1.196,2025-12-09
1.192,1.196,2025-12-10
1.199,1.183,2025-12-11
1.189,1.199,2025-12-12
1.199,1.187,2025-12-15
1.19,1.174,2025-12-16
1.167,1.194,2025-12-17
1.19,1.192,2025-12-18
1.194,1.198,2025-12-19
1.204,1.208,2025-12-22
1.209,1.209,2025-12-23
1.211,1.217,2025-12-24
1.218,1.219,2025-12-25
1.221,1.225,2025-12-26
1.227,1.216,2025-12-29
1.215,1.221,2025-12-30
1.22,1.219,2025-12-31
1.22,1.243,2026-01-05
1.247,1.266,2026-01-06
1.269,1.264,2026-01-07
1.263,1.256,2026-01-08
1.255,1.269,2026-01-09
1.269,1.279,2026-01-12
1.277,1.268,2026-01-13
1.268,1.268,2026-01-14
1.268,1.274,2026-01-15
1.276,1.277,2026-01-16
1.277,1.28,2026-01-19
1.281,1.276,2026-01-20
1.274,1.287,2026-01-21
1.294,1.289,2026-01-22
1.295,1.294,2026-01-23
1.295,1.296,2026-01-26
1.296,1.295,2026-01-27
