收盘,日期
1.624,2025-09-26
1.646,2025-09-29
1.658,2025-09-30
1.651,2025-10-09
1.622,2025-10-10
1.589,2025-10-13
1.573,2025-10-14
1.601,2025-10-15
1.596,2025-10-16
1.564,2025-10-17
1.597,2025-10-20
1.616,2025-10-21
1.593,2025-10-22
1.606,2025-10-23
1.616,2025-10-24
1.63,2025-10-27
1.619,2025-10-28
1.639,2025-10-29
1.614,2025-10-30
1.603,2025-10-31
1.618,2025-11-03
1.606,2025-11-04
1.6,2025-11-05
1.631,2025-11-06
1.618,2025-11-07
1.642,2025-11-10
1.643,2025-11-11
1.661,2025-11-12
1.673,2025-11-13
1.639,2025-11-14
1.625,2025-11-17
1.593,2025-11-18
1.59,2025-11-19
1.587,2025-11-20
1.559,2025-11-21
1.579,2025-11-24
1.588,2025-11-25
1.596,2025-11-26
1.59,2025-11-27
1.588,2025-11-28
1.596,2025-12-01
1.598,2025-12-02
1.58,2025-12-03
1.589,2025-12-04
1.605,2025-12-05
1.586,2025-12-08
1.564,2025-12-09
1.563,2025-12-10
1.566,2025-12-11
1.589,2025-12-12
1.569,2025-12-15
1.543,2025-12-16
1.556,2025-12-17
1.553,2025-12-18
1.57,2025-12-19
1.572,2025-12-22
1.573,2025-12-23
1.572,2025-12-24
1.574,2025-12-25
1.581,2025-12-26
1.564,2025-12-29
1.572,2025-12-30
1.553,2025-12-31
1.596,2026-01-05
1.62,2026-01-06
1.601,2026-01-07
1.58,2026-01-08
1.588,2026-01-09
1.605,2026-01-12
1.615,2026-01-13
1.628,2026-01-14
1.623,2026-01-15
1.613,2026-01-16
1.6,2026-01-19
1.596,2026-01-20
1.598,2026-01-21
1.601,2026-01-22
1.609,2026-01-23
