收盘,日期
0.447,2025-09-26
0.449,2025-09-29
0.459,2025-09-30
0.464,2025-10-09
0.453,2025-10-10
0.443,2025-10-13
0.438,2025-10-14
0.443,2025-10-15
0.443,2025-10-16
0.432,2025-10-17
0.433,2025-10-20
0.436,2025-10-21
0.434,2025-10-22
0.434,2025-10-23
0.437,2025-10-24
0.439,2025-10-27
0.436,2025-10-28
0.44,2025-10-29
0.431,2025-10-30
0.435,2025-10-31
0.432,2025-11-03
0.425,2025-11-04
0.425,2025-11-05
0.425,2025-11-06
0.423,2025-11-07
0.431,2025-11-10
0.428,2025-11-11
0.429,2025-11-12
0.431,2025-11-13
0.429,2025-11-14
0.422,2025-11-17
0.42,2025-11-18
0.415,2025-11-19
0.411,2025-11-20
0.404,2025-11-21
0.407,2025-11-24
0.409,2025-11-25
0.408,2025-11-26
0.406,2025-11-27
0.407,2025-11-28
0.41,2025-12-01
0.403,2025-12-02
0.401,2025-12-03
0.4,2025-12-04
0.404,2025-12-05
0.405,2025-12-08
0.402,2025-12-09
0.402,2025-12-10
0.398,2025-12-11
0.402,2025-12-12
0.4,2025-12-15
0.396,2025-12-16
0.403,2025-12-17
0.407,2025-12-18
0.408,2025-12-19
0.407,2025-12-22
0.403,2025-12-23
0.405,2025-12-24
0.41,2025-12-25
0.409,2025-12-26
0.405,2025-12-29
0.402,2025-12-30
0.4,2025-12-31
0.42,2026-01-05
0.427,2026-01-06
0.426,2026-01-07
0.431,2026-01-08
0.439,2026-01-09
0.449,2026-01-12
0.457,2026-01-13
0.459,2026-01-14
0.453,2026-01-15
0.442,2026-01-16
0.438,2026-01-19
0.43,2026-01-20
0.432,2026-01-21
0.431,2026-01-22
0.436,2026-01-23
