收盘,日期
1.411,2025-09-26
1.429,2025-09-29
1.46,2025-09-30
1.444,2025-10-09
1.404,2025-10-10
1.36,2025-10-13
1.313,2025-10-14
1.359,2025-10-15
1.374,2025-10-16
1.333,2025-10-17
1.342,2025-10-20
1.358,2025-10-21
1.328,2025-10-22
1.311,2025-10-23
1.314,2025-10-24
1.325,2025-10-27
1.311,2025-10-28
1.318,2025-10-29
1.279,2025-10-30
1.327,2025-10-31
1.337,2025-11-03
1.307,2025-11-04
1.301,2025-11-05
1.307,2025-11-06
1.283,2025-11-07
1.297,2025-11-10
1.294,2025-11-11
1.325,2025-11-12
1.372,2025-11-13
1.354,2025-11-14
1.333,2025-11-17
1.313,2025-11-18
1.306,2025-11-19
1.31,2025-11-20
1.268,2025-11-21
1.296,2025-11-24
1.305,2025-11-25
1.322,2025-11-26
1.311,2025-11-27
1.303,2025-11-28
1.306,2025-12-01
1.287,2025-12-02
1.267,2025-12-03
1.292,2025-12-04
1.289,2025-12-05
1.276,2025-12-08
1.26,2025-12-09
1.255,2025-12-10
1.248,2025-12-11
1.255,2025-12-12
1.218,2025-12-15
1.198,2025-12-16
1.209,2025-12-17
1.213,2025-12-18
1.235,2025-12-19
1.221,2025-12-22
1.219,2025-12-23
1.209,2025-12-24
1.209,2025-12-25
1.209,2025-12-26
1.19,2025-12-29
1.179,2025-12-30
1.162,2025-12-31
1.232,2026-01-05
1.248,2026-01-06
1.282,2026-01-07
1.288,2026-01-08
1.307,2026-01-09
1.313,2026-01-12
1.33,2026-01-13
1.356,2026-01-14
1.335,2026-01-15
1.324,2026-01-16
1.288,2026-01-19
1.278,2026-01-20
1.281,2026-01-21
1.274,2026-01-22
1.293,2026-01-23
