收盘,日期
1.174,2025-09-26
1.188,2025-09-29
1.196,2025-09-30
1.215,2025-10-09
1.188,2025-10-10
1.184,2025-10-13
1.163,2025-10-14
1.179,2025-10-15
1.179,2025-10-16
1.151,2025-10-17
1.155,2025-10-20
1.176,2025-10-21
1.17,2025-10-22
1.174,2025-10-23
1.189,2025-10-24
1.205,2025-10-27
1.2,2025-10-28
1.215,2025-10-29
1.204,2025-10-30
1.192,2025-10-31
1.192,2025-11-03
1.183,2025-11-04
1.183,2025-11-05
1.201,2025-11-06
1.2,2025-11-07
1.203,2025-11-10
1.192,2025-11-11
1.19,2025-11-12
1.205,2025-11-13
1.186,2025-11-14
1.181,2025-11-17
1.173,2025-11-18
1.176,2025-11-19
1.169,2025-11-20
1.138,2025-11-21
1.139,2025-11-24
1.15,2025-11-25
1.156,2025-11-26
1.154,2025-11-27
1.159,2025-11-28
1.174,2025-12-01
1.167,2025-12-02
1.16,2025-12-03
1.164,2025-12-04
1.176,2025-12-05
1.186,2025-12-08
1.178,2025-12-09
1.179,2025-12-10
1.172,2025-12-11
1.179,2025-12-12
1.173,2025-12-15
1.158,2025-12-16
1.179,2025-12-17
1.172,2025-12-18
1.178,2025-12-19
1.191,2025-12-22
1.193,2025-12-23
1.2,2025-12-24
1.203,2025-12-25
1.211,2025-12-26
1.205,2025-12-29
1.208,2025-12-30
1.205,2025-12-31
1.23,2026-01-05
1.251,2026-01-06
1.25,2026-01-07
1.247,2026-01-08
1.258,2026-01-09
1.27,2026-01-12
1.264,2026-01-13
1.261,2026-01-14
1.262,2026-01-15
1.259,2026-01-16
1.263,2026-01-19
1.257,2026-01-20
1.261,2026-01-21
1.261,2026-01-22
1.267,2026-01-23
