开盘,收盘,日期
3.062575,3.050933,2022-09-26
3.055411,3.08138,2022-09-27
3.082275,3.041978,2022-09-28
3.055411,3.03571,2022-09-29
3.037501,3.028546,2022-09-30
3.032128,2.967653,2022-10-10
2.975712,2.957802,2022-10-11
2.961384,2.987354,2022-10-12
2.957802,2.959593,2022-10-13
2.974817,3.029441,2022-10-14
3.02586,3.028546,2022-10-17
3.03571,3.015114,2022-10-18
3.019591,2.968548,2022-10-19
2.964071,2.963175,2022-10-20
2.971235,2.955116,2022-10-21
2.949743,2.867358,2022-10-24
2.868253,2.872731,2022-10-25
2.879895,2.887059,2022-10-26
2.892431,2.87094,2022-10-27
2.860194,2.809151,2022-10-28
2.801987,2.7796,2022-10-31
2.782286,2.878104,2022-11-01
2.874522,2.903177,2022-11-02
2.877208,2.877208,2022-11-03
2.865567,2.964071,2022-11-04
2.960489,2.967653,2022-11-07
2.966757,2.953325,2022-11-08
2.953325,2.937206,2022-11-09
2.935415,2.92646,2022-11-10
3.005263,3.005263,2022-11-11
3.026755,3.006159,2022-11-14
2.994518,3.064366,2022-11-15
3.059888,3.050933,2022-11-16
3.050038,3.031232,2022-11-17
3.033024,3.019591,2022-11-18
3.006159,2.994518,2022-11-21
2.982876,3.005263,2022-11-22
2.996308,3.016905,2022-11-23
3.021382,3.003472,2022-11-24
2.998099,3.024964,2022-11-25
3.006159,2.987354,2022-11-28
2.990935,3.085857,2022-11-29
3.08138,3.082275,2022-11-30
3.122572,3.110931,2022-12-01
3.10914,3.089439,2022-12-02
3.106454,3.163765,2022-12-05
3.149437,3.162869,2022-12-06
3.162869,3.149437,2022-12-07
3.1369,3.145855,2022-12-08
3.144064,3.173615,2022-12-09
3.17272,3.137796,2022-12-12
3.134214,3.136005,2022-12-13
3.135109,3.143169,2022-12-14
3.146751,3.134214,2022-12-15
3.117199,3.138691,2022-12-16
3.140482,3.082275,2022-12-19
3.072425,3.046456,2022-12-20
3.042874,3.046456,2022-12-21
3.050933,3.047351,2022-12-22
3.030337,3.047351,2022-12-23
3.046456,3.049142,2022-12-26
3.052724,3.083171,2022-12-27
3.065261,3.08138,2022-12-28
3.07153,3.065261,2022-12-29
3.074216,3.088544,2022-12-30
3.083171,3.096603,2023-01-03
3.094812,3.103767,2023-01-04
3.108245,3.151228,2023-01-05
3.151228,3.162869,2023-01-06
3.163765,3.184361,2023-01-09
3.187048,3.178988,2023-01-10
3.178988,3.180779,2023-01-11
3.187943,3.185257,2023-01-12
3.186152,3.230927,2023-01-13
3.226449,3.276597,2023-01-16
3.256896,3.263164,2023-01-17
3.262269,3.252418,2023-01-18
3.258687,3.266746,2023-01-19
3.268537,3.292716,2023-01-20
3.325849,3.292716,2023-01-30
3.293611,3.259583,2023-01-31
3.261373,3.284656,2023-02-01
3.299879,3.275701,2023-02-02
3.265851,3.238986,2023-02-03
3.21839,3.196002,2023-02-06
3.195107,3.206748,2023-02-07
3.206748,3.201375,2023-02-08
3.197794,3.235404,2023-02-09
3.2363,3.215703,2023-02-10
3.213017,3.237195,2023-02-13
3.240777,3.247046,2023-02-14
3.238986,3.223763,2023-02-15
3.223763,3.211226,2023-02-16
3.213912,3.170033,2023-02-17
3.170033,3.257791,2023-02-20
3.256896,3.271224,2023-02-21
3.261373,3.241673,2023-02-22
3.247046,3.2363,2023-02-23
3.241673,3.204957,2023-02-24
3.197794,3.196898,2023-02-27
3.212121,3.219285,2023-02-28
3.219285,3.261373,2023-03-01
3.25421,3.259583,2023-03-02
3.263164,3.276597,2023-03-03
3.277492,3.248837,2023-03-06
3.248837,3.205853,2023-03-07
3.187048,3.196898,2023-03-08
3.196898,3.184361,2023-03-09
3.162869,3.134214,2023-03-10
3.128841,3.177197,2023-03-13
3.160183,3.157496,2023-03-14
3.174511,3.168242,2023-03-15
3.152123,3.130632,2023-03-16
3.153019,3.153019,2023-03-17
3.161078,3.129736,2023-03-20
3.138691,3.149437,2023-03-21
3.15481,3.162869,2023-03-22
3.152123,3.192421,2023-03-23
3.193316,3.176302,2023-03-24
3.175406,3.151228,2023-03-27
3.152123,3.153915,2023-03-28
3.152123,3.149437,2023-03-29
3.149437,3.174511,2023-03-30
3.177197,3.183466,2023-03-31
3.183466,3.205853,2023-04-03
3.205853,3.221972,2023-04-04
3.206748,3.21839,2023-04-06
3.221076,3.237195,2023-04-07
3.241673,3.224658,2023-04-10
3.224658,3.215703,2023-04-11
3.215703,3.21839,2023-04-12
3.197794,3.213912,2023-04-13
3.223763,3.233613,2023-04-14
3.232718,3.29182,2023-04-17
3.29182,3.307043,2023-04-18
3.299879,3.282865,2023-04-19
3.271224,3.270328,2023-04-20
3.276597,3.208539,2023-04-21
3.197794,3.174511,2023-04-24
3.173615,3.170033,2023-04-25
3.170033,3.158392,2023-04-26
3.151228,3.189734,2023-04-27
3.188839,3.224658,2023-04-28
3.223763,3.238091,2023-05-04
3.244359,3.230927,2023-05-05
3.232718,3.29182,2023-05-08
3.300775,3.259583,2023-05-09
3.257791,3.21839,2023-05-10
3.21839,3.204062,2023-05-11
3.204957,3.158392,2023-05-12
3.157496,3.205853,2023-05-15
3.207644,3.195107,2023-05-16
3.181675,3.173615,2023-05-17
3.189734,3.177197,2023-05-18
3.165556,3.161974,2023-05-19
3.178988,3.181675,2023-05-22
3.185257,3.129736,2023-05-23
3.128841,3.082275,2023-05-24
3.08138,3.076007,2023-05-25
3.084962,3.083171,2023-05-26
3.08138,3.075111,2023-05-29
3.070634,3.068843,2023-05-30
3.069738,3.037501,2023-05-31
3.033919,3.042874,2023-06-01
3.05362,3.083171,2023-06-02
3.085857,3.070634,2023-06-05
3.069738,3.046456,2023-06-06
3.050038,3.041083,2023-06-07
3.044665,3.067948,2023-06-08
3.067052,3.084962,2023-06-09
3.078693,3.076903,2023-06-12
3.076903,3.092126,2023-06-13
3.089439,3.09123,2023-06-14
3.096603,3.128841,2023-06-15
3.132423,3.160183,2023-06-16
3.156601,3.130632,2023-06-19
3.128841,3.121677,2023-06-20
3.117199,3.082275,2023-06-21
3.067948,3.039292,2023-06-26
3.040187,3.061679,2023-06-27
3.057202,3.07153,2023-06-28
3.067948,3.058993,2023-06-29
3.057202,3.076007,2023-06-30
3.082275,3.115409,2023-07-03
3.111826,3.11899,2023-07-04
3.117199,3.100185,2023-07-05
3.09929,3.082275,2023-07-06
3.077798,3.078693,2023-07-07
3.09123,3.083171,2023-07-10
3.085857,3.101081,2023-07-11
3.09929,3.087648,2023-07-12
3.105558,3.1369,2023-07-13
3.137796,3.142273,2023-07-14
3.140482,3.122572,2023-07-17
3.121677,3.113617,2023-07-18
3.112722,3.116304,2023-07-19
3.118095,3.097499,2023-07-20
3.096603,3.103767,2023-07-21
3.096603,3.093021,2023-07-24
3.111826,3.18257,2023-07-25
3.180779,3.181675,2023-07-26
3.181675,3.176302,2023-07-27
3.165556,3.259583,2023-07-28
3.275701,3.269433,2023-07-31
3.267642,3.256896,2023-08-01
3.247941,3.230031,2023-08-02
3.224658,3.261373,2023-08-03
3.275701,3.268537,2023-08-04
3.263164,3.25421,2023-08-07
3.250628,3.241673,2023-08-08
3.237195,3.233613,2023-08-09
3.232718,3.238986,2023-08-10
3.232718,3.165556,2023-08-11
3.152123,3.143169,2023-08-14
3.135109,3.143169,2023-08-15
3.133318,3.122572,2023-08-16
3.119886,3.139587,2023-08-17
3.137796,3.103767,2023-08-18
3.100185,3.059888,2023-08-21
3.064366,3.088544,2023-08-22
3.085857,3.041083,2023-08-23
3.047351,3.056306,2023-08-24
3.048247,3.05362,2023-08-25
3.214808,3.094812,2023-08-28
3.08138,3.112722,2023-08-29
3.110931,3.102872,2023-08-30
3.100185,3.087648,2023-08-31
3.089439,3.104663,2023-09-01
3.116304,3.158392,2023-09-04
3.156601,3.1369,2023-09-05
3.124363,3.1369,2023-09-06
3.134214,3.09929,2023-09-07
3.089439,3.089439,2023-09-08
3.089439,3.108245,2023-09-11
3.103767,3.102872,2023-09-12
3.102872,3.089439,2023-09-13
3.083171,3.094812,2023-09-14
3.103767,3.08138,2023-09-15
3.077798,3.090335,2023-09-18
3.09123,3.092126,2023-09-19
3.09123,3.080484,2023-09-20
3.079589,3.054515,2023-09-21
3.052724,3.110931,2023-09-22
3.110036,3.093917,2023-09-25
3.087648,3.076903,2023-09-26
3.076903,3.085857,2023-09-27
3.084066,3.067052,2023-09-28
3.065261,3.059888,2023-10-09
3.064366,3.031232,2023-10-10
3.033919,3.040187,2023-10-11
3.055411,3.070634,2023-10-12
3.04556,3.042874,2023-10-13
3.042874,3.019591,2023-10-16
3.0178,3.028546,2023-10-17
3.024069,3.012427,2023-10-18
3.007054,2.947952,2023-10-19
2.94437,2.930938,2023-10-20
2.928251,2.894223,2023-10-23
2.901386,2.90855,2023-10-24
2.929147,2.925565,2023-10-25
2.919296,2.931833,2023-10-26
2.919296,2.963175,2023-10-27
2.961384,2.960489,2023-10-30
2.959593,2.957802,2023-10-31
2.973026,2.965862,2023-11-01
2.959593,2.955116,2023-11-02
2.957802,2.973026,2023-11-03
2.987354,2.99989,2023-11-06
2.99989,2.990935,2023-11-07
2.990935,2.979294,2023-11-08
2.976608,2.981981,2023-11-09
2.973921,2.959593,2023-11-10
2.963175,2.957802,2023-11-13
2.951534,2.961384,2023-11-14
2.974817,2.976608,2023-11-15
2.978399,2.953325,2023-11-16
2.942579,2.947952,2023-11-17
2.947952,2.955116,2023-11-20
2.961384,2.963175,2023-11-21
2.958698,2.935415,2023-11-22
2.93452,2.950639,2023-11-23
2.948847,2.931833,2023-11-24
2.92646,2.911237,2023-11-27
2.904073,2.911237,2023-11-28
2.910341,2.893327,2023-11-29
2.891536,2.901386,2023-11-30
2.883477,2.889745,2023-12-01
2.892431,2.873626,2023-12-04
2.868253,2.821688,2023-12-05
2.816315,2.815419,2023-12-06
2.810046,2.810942,2023-12-07
2.819897,2.811838,2023-12-08
2.811838,2.829747,2023-12-11
2.826165,2.842284,2023-12-12
2.836911,2.794823,2023-12-13
2.802883,2.783182,2023-12-14
2.788555,2.774227,2023-12-15
2.774227,2.768854,2023-12-18
2.769749,2.773331,2023-12-19
2.7796,2.750049,2023-12-20
2.749153,2.7796,2023-12-21
2.7796,2.786764,2023-12-22
2.785868,2.790346,2023-12-25
2.787659,2.776913,2023-12-26
2.777809,2.78945,2023-12-27
2.780495,2.852134,2023-12-28
2.849448,2.849448,2023-12-29
2.849448,2.820792,2024-01-02
2.820792,2.82527,2024-01-03
2.813628,2.804674,2024-01-04
2.802883,2.792137,2024-01-05
2.784077,2.753631,2024-01-08
2.756317,2.760795,2024-01-09
2.758108,2.748258,2024-01-10
2.748258,2.759004,2024-01-11
2.755422,2.747362,2024-01-12
2.741989,2.745571,2024-01-15
