收盘,日期
7.612,2025-09-26
7.737,2025-09-29
7.794,2025-09-30
7.919,2025-10-09
7.793,2025-10-10
7.71,2025-10-13
7.571,2025-10-14
7.651,2025-10-15
7.589,2025-10-16
7.403,2025-10-17
7.438,2025-10-20
7.568,2025-10-21
7.504,2025-10-22
7.527,2025-10-23
7.64,2025-10-24
7.81,2025-10-27
7.758,2025-10-28
7.871,2025-10-29
7.819,2025-10-30
7.78,2025-10-31
7.75,2025-11-03
7.634,2025-11-04
7.64,2025-11-05
7.75,2025-11-06
7.727,2025-11-07
7.737,2025-11-10
7.686,2025-11-11
7.654,2025-11-12
7.75,2025-11-13
7.634,2025-11-14
7.603,2025-11-17
7.526,2025-11-18
7.515,2025-11-19
7.48,2025-11-20
7.24,2025-11-21
7.263,2025-11-24
7.35,2025-11-25
7.373,2025-11-26
7.348,2025-11-27
7.434,2025-11-28
7.469,2025-12-01
7.45,2025-12-02
7.365,2025-12-03
7.415,2025-12-04
7.48,2025-12-05
7.59,2025-12-08
7.522,2025-12-09
7.594,2025-12-10
7.524,2025-12-11
7.6,2025-12-12
7.55,2025-12-15
7.44,2025-12-16
7.576,2025-12-17
7.553,2025-12-18
7.616,2025-12-19
7.692,2025-12-22
7.67,2025-12-23
7.81,2025-12-24
7.84,2025-12-25
7.908,2025-12-26
7.893,2025-12-29
7.908,2025-12-30
7.92,2025-12-31
8.133,2026-01-05
8.327,2026-01-06
8.337,2026-01-07
8.368,2026-01-08
8.593,2026-01-09
8.764,2026-01-12
8.61,2026-01-13
8.725,2026-01-14
8.679,2026-01-15
8.715,2026-01-16
8.804,2026-01-19
8.758,2026-01-20
8.842,2026-01-21
8.92,2026-01-22
9.138,2026-01-23
