收盘,日期
1.172,2025-09-26
1.183,2025-09-29
1.196,2025-09-30
1.221,2025-10-09
1.167,2025-10-10
1.136,2025-10-13
1.088,2025-10-14
1.118,2025-10-15
1.106,2025-10-16
1.061,2025-10-17
1.07,2025-10-20
1.099,2025-10-21
1.088,2025-10-22
1.084,2025-10-23
1.109,2025-10-24
1.119,2025-10-27
1.113,2025-10-28
1.123,2025-10-29
1.104,2025-10-30
1.107,2025-10-31
1.104,2025-11-03
1.081,2025-11-04
1.075,2025-11-05
1.084,2025-11-06
1.072,2025-11-07
1.073,2025-11-10
1.059,2025-11-11
1.051,2025-11-12
1.059,2025-11-13
1.043,2025-11-14
1.044,2025-11-17
1.036,2025-11-18
1.022,2025-11-19
1.019,2025-11-20
0.991,2025-11-21
0.999,2025-11-24
1.015,2025-11-25
1.015,2025-11-26
1.018,2025-11-27
1.027,2025-11-28
1.053,2025-12-01
1.039,2025-12-02
1.026,2025-12-03
1.03,2025-12-04
1.037,2025-12-05
1.046,2025-12-08
1.039,2025-12-09
1.045,2025-12-10
1.027,2025-12-11
1.048,2025-12-12
1.025,2025-12-15
1.033,2025-12-16
1.043,2025-12-17
1.03,2025-12-18
1.048,2025-12-19
1.07,2025-12-22
1.056,2025-12-23
1.074,2025-12-24
1.078,2025-12-25
1.082,2025-12-26
1.082,2025-12-29
1.094,2025-12-30
1.092,2025-12-31
1.119,2026-01-05
1.16,2026-01-06
1.151,2026-01-07
1.146,2026-01-08
1.165,2026-01-09
1.201,2026-01-12
1.169,2026-01-13
1.167,2026-01-14
1.171,2026-01-15
1.176,2026-01-16
1.172,2026-01-19
1.16,2026-01-20
1.167,2026-01-21
1.167,2026-01-22
1.192,2026-01-23
