收盘,日期
1.395,2025-09-26
1.421,2025-09-29
1.465,2025-09-30
1.474,2025-10-09
1.405,2025-10-10
1.417,2025-10-13
1.365,2025-10-14
1.387,2025-10-15
1.373,2025-10-16
1.32,2025-10-17
1.329,2025-10-20
1.355,2025-10-21
1.347,2025-10-22
1.338,2025-10-23
1.38,2025-10-24
1.398,2025-10-27
1.394,2025-10-28
1.404,2025-10-29
1.393,2025-10-30
1.39,2025-10-31
1.38,2025-11-03
1.361,2025-11-04
1.354,2025-11-05
1.382,2025-11-06
1.371,2025-11-07
1.362,2025-11-10
1.345,2025-11-11
1.334,2025-11-12
1.356,2025-11-13
1.341,2025-11-14
1.346,2025-11-17
1.344,2025-11-18
1.33,2025-11-19
1.319,2025-11-20
1.262,2025-11-21
1.279,2025-11-24
1.298,2025-11-25
1.315,2025-11-26
1.321,2025-11-27
1.337,2025-11-28
1.335,2025-12-01
1.318,2025-12-02
1.304,2025-12-03
1.326,2025-12-04
1.335,2025-12-05
1.362,2025-12-08
1.349,2025-12-09
1.353,2025-12-10
1.338,2025-12-11
1.364,2025-12-12
1.329,2025-12-15
1.307,2025-12-16
1.333,2025-12-17
1.33,2025-12-18
1.331,2025-12-19
1.353,2025-12-22
1.356,2025-12-23
1.385,2025-12-24
1.409,2025-12-25
1.408,2025-12-26
1.409,2025-12-29
1.41,2025-12-30
1.413,2025-12-31
1.464,2026-01-05
1.485,2026-01-06
1.519,2026-01-07
1.529,2026-01-08
1.564,2026-01-09
1.611,2026-01-12
1.575,2026-01-13
1.582,2026-01-14
1.593,2026-01-15
1.637,2026-01-16
1.616,2026-01-19
1.593,2026-01-20
1.61,2026-01-21
1.608,2026-01-22
1.658,2026-01-23
