开盘,收盘,日期
0.8920015,0.9077473,2023-01-03
0.9022363,0.9124711,2023-01-04
0.9077473,0.9132583,2023-01-05
0.9085346,0.9124711,2023-01-06
0.9061728,0.9101092,2023-01-09
0.9061728,0.9061728,2023-01-10
0.9053854,0.9085346,2023-01-11
0.9053854,0.9077473,2023-01-12
0.9053854,0.9179821,2023-01-13
0.9179821,0.9227059,2023-01-16
0.9227059,0.9219186,2023-01-17
0.9179821,0.9250677,2023-01-18
0.9195567,0.9266424,2023-01-19
0.9227059,0.9345152,2023-01-20
0.9376644,0.9329406,2023-01-30
0.9305788,0.9297915,2023-01-31
0.9290041,0.9376644,2023-02-01
0.9345152,0.9329406,2023-02-02
0.9297915,0.9290041,2023-02-03
0.9250677,0.9219186,2023-02-06
0.9195567,0.9234931,2023-02-07
0.9211313,0.9195567,2023-02-08
0.9179821,0.9250677,2023-02-09
0.9211313,0.9290041,2023-02-10
0.9297915,0.9368771,2023-02-13
0.9329406,0.9376644,2023-02-14
0.9297915,0.9368771,2023-02-15
0.9329406,0.9345152,2023-02-16
0.9305788,0.9266424,2023-02-17
0.9266424,0.9502611,2023-02-20
0.9463246,0.9565594,2023-02-21
0.9518356,0.9494737,2023-02-22
0.9486865,0.9486865,2023-02-23
0.9502611,0.9471118,2023-02-24
0.9439628,0.9439628,2023-02-27
0.9416009,0.952623,2023-02-28
0.9541975,0.9652196,2023-03-01
0.9683688,0.9715179,2023-03-02
0.9730925,0.9864765,2023-03-03
0.9856892,0.9833273,2023-03-06
0.9833273,0.9778163,2023-03-07
0.9746671,0.9793908,2023-03-08
0.9754544,0.9801782,2023-03-09
0.9786036,0.9667943,2023-03-10
0.9652196,0.9864765,2023-03-13
0.9919875,0.9801782,2023-03-14
0.9841146,0.9896256,2023-03-15
0.9919875,0.9864765,2023-03-16
0.995924,1.006946,2023-03-17
1.015606,0.9982859,2023-03-20
0.9998604,0.9943494,2023-03-21
0.9912002,1.008521,2023-03-22
1.003797,1.014032,2023-03-23
1.021117,1.007733,2023-03-24
1.016394,0.9951367,2023-03-27
1.005371,0.9943494,2023-03-28
1.007733,0.9912002,2023-03-29
0.9951367,1.000648,2023-03-30
1.006946,1.00301,2023-03-31
1.006946,1.009308,2023-04-03
1.013244,1.025841,2023-04-04
1.032139,1.027416,2023-04-06
1.034501,1.023479,2023-04-07
1.029778,1.024266,2023-04-10
1.030565,1.029778,2023-04-11
1.039225,1.041587,2023-04-12
1.047885,1.036863,2023-04-13
1.045523,1.041587,2023-04-14
1.047098,1.05812,2023-04-17
1.062844,1.065206,2023-04-18
1.069929,1.056545,2023-04-19
1.058907,1.069929,2023-04-20
1.069142,1.052609,2023-04-21
1.057333,1.058907,2023-04-24
1.059695,1.064418,2023-04-25
1.06678,1.051034,2023-04-26
1.051822,1.05812,2023-04-27
1.059695,1.068355,2023-04-28
1.069142,1.085675,2023-05-04
1.085675,1.085675,2023-05-05
1.083313,1.114805,2023-05-08
1.114805,1.102996,2023-05-09
1.100634,1.077015,2023-05-10
1.083313,1.071504,2023-05-11
1.083313,1.064418,2023-05-12
1.058907,1.068355,2023-05-15
1.068355,1.060482,2023-05-16
1.060482,1.058907,2023-05-17
1.064418,1.069929,2023-05-18
1.069142,1.055758,2023-05-19
1.064418,1.054971,2023-05-22
1.062844,1.0408,2023-05-23
1.045523,1.02033,2023-05-24
1.021117,1.022692,2023-05-25
1.023479,1.029778,2023-05-26
1.036076,1.047885,2023-05-29
1.047098,1.054184,2023-05-30
1.056545,1.052609,2023-05-31
1.052609,1.04946,2023-06-01
1.054971,1.055758,2023-06-02
1.067567,1.059695,2023-06-05
1.061269,1.051822,2023-06-06
1.046311,1.05812,2023-06-07
1.059695,1.074653,2023-06-08
