收盘,日期
1.185,2025-09-26
1.192,2025-09-29
1.211,2025-09-30
1.206,2025-10-09
1.171,2025-10-10
1.137,2025-10-13
1.119,2025-10-14
1.149,2025-10-15
1.131,2025-10-16
1.084,2025-10-17
1.11,2025-10-20
1.142,2025-10-21
1.122,2025-10-22
1.122,2025-10-23
1.123,2025-10-24
1.136,2025-10-27
1.127,2025-10-28
1.137,2025-10-29
1.12,2025-10-30
1.114,2025-10-31
1.115,2025-11-03
1.099,2025-11-04
1.096,2025-11-05
1.119,2025-11-06
1.112,2025-11-07
1.124,2025-11-10
1.142,2025-11-11
1.138,2025-11-12
1.139,2025-11-13
1.104,2025-11-14
1.094,2025-11-17
1.051,2025-11-18
1.05,2025-11-19
1.026,2025-11-20
1.002,2025-11-21
1.019,2025-11-24
1.024,2025-11-25
1.035,2025-11-26
1.038,2025-11-27
1.044,2025-11-28
1.044,2025-12-01
1.038,2025-12-02
1.024,2025-12-03
1.031,2025-12-04
1.043,2025-12-05
1.045,2025-12-08
1.03,2025-12-09
1.023,2025-12-10
1.008,2025-12-11
1.025,2025-12-12
1.008,2025-12-15
0.984,2025-12-16
0.983,2025-12-17
0.973,2025-12-18
1.003,2025-12-19
1.006,2025-12-22
1.0,2025-12-23
1.001,2025-12-24
1.003,2025-12-25
1.012,2025-12-26
1.016,2025-12-29
1.023,2025-12-30
1.008,2025-12-31
1.01,2026-01-05
1.028,2026-01-06
1.012,2026-01-07
1.0,2026-01-08
1.004,2026-01-09
1.0,2026-01-12
1.01,2026-01-13
1.005,2026-01-14
1.013,2026-01-15
1.009,2026-01-16
1.005,2026-01-19
1.0,2026-01-20
1.009,2026-01-21
1.016,2026-01-22
1.021,2026-01-23
