收盘,日期
0.988,2025-11-14
0.996,2025-11-17
0.978,2025-11-18
0.975,2025-11-19
0.972,2025-11-20
0.943,2025-11-21
0.983,2025-11-24
0.994,2025-11-25
0.978,2025-11-26
0.977,2025-11-27
0.999,2025-11-28
1.012,2025-12-01
1.011,2025-12-02
0.997,2025-12-03
1.021,2025-12-04
1.048,2025-12-05
1.067,2025-12-08
1.061,2025-12-09
1.078,2025-12-10
1.094,2025-12-11
1.108,2025-12-12
1.132,2025-12-15
1.138,2025-12-16
1.131,2025-12-17
1.174,2025-12-18
1.186,2025-12-19
1.205,2025-12-22
1.155,2025-12-23
1.212,2025-12-24
1.283,2025-12-25
1.329,2025-12-26
1.354,2025-12-29
1.343,2025-12-30
1.438,2025-12-31
1.484,2026-01-05
1.603,2026-01-06
1.575,2026-01-07
1.657,2026-01-08
1.761,2026-01-09
1.937,2026-01-12
1.807,2026-01-13
1.833,2026-01-14
1.656,2026-01-15
1.682,2026-01-16
1.694,2026-01-19
1.619,2026-01-20
1.605,2026-01-21
1.661,2026-01-22
1.819,2026-01-23
