收盘,日期
0.968,2025-11-24
0.973,2025-11-25
0.983,2025-11-26
0.983,2025-11-27
0.989,2025-11-28
0.991,2025-12-01
0.983,2025-12-02
0.971,2025-12-03
0.971,2025-12-04
0.986,2025-12-05
0.991,2025-12-08
0.98,2025-12-09
0.975,2025-12-10
0.962,2025-12-11
0.972,2025-12-12
0.959,2025-12-15
0.936,2025-12-16
0.936,2025-12-17
0.924,2025-12-18
0.95,2025-12-19
0.956,2025-12-22
0.951,2025-12-23
0.948,2025-12-24
0.949,2025-12-25
0.961,2025-12-26
0.964,2025-12-29
0.969,2025-12-30
0.956,2025-12-31
0.956,2026-01-05
0.972,2026-01-06
0.959,2026-01-07
0.949,2026-01-08
0.951,2026-01-09
0.946,2026-01-12
0.96,2026-01-13
0.954,2026-01-14
0.96,2026-01-15
0.956,2026-01-16
0.952,2026-01-19
0.944,2026-01-20
0.954,2026-01-21
0.963,2026-01-22
0.968,2026-01-23
