开盘,收盘,日期
0.55,0.55,2022-09-26
0.551,0.566,2022-09-27
0.5645,0.5545,2022-09-28
0.559,0.558,2022-09-29
0.558,0.5515,2022-09-30
0.5505,0.5275,2022-10-10
0.5255,0.527,2022-10-11
0.5275,0.538,2022-10-12
0.535,0.544,2022-10-13
0.5465,0.5685,2022-10-14
0.567,0.576,2022-10-17
0.577,0.5735,2022-10-18
0.569,0.567,2022-10-19
0.5655,0.5755,2022-10-20
0.579,0.5725,2022-10-21
0.573,0.5665,2022-10-24
0.564,0.5575,2022-10-25
0.56,0.5765,2022-10-26
0.5725,0.579,2022-10-27
0.574,0.5655,2022-10-28
0.565,0.58,2022-10-31
0.58,0.5895,2022-11-01
0.5895,0.594,2022-11-02
0.59,0.5945,2022-11-03
0.5905,0.6035,2022-11-04
0.6,0.6005,2022-11-07
0.603,0.5955,2022-11-08
0.596,0.5885,2022-11-09
0.5845,0.579,2022-11-10
0.5985,0.586,2022-11-11
0.5855,0.5925,2022-11-14
0.5925,0.6165,2022-11-15
0.6175,0.61,2022-11-16
0.611,0.618,2022-11-17
0.6185,0.613,2022-11-18
0.6095,0.608,2022-11-21
0.608,0.601,2022-11-22
0.601,0.5965,2022-11-23
0.599,0.591,2022-11-24
0.59,0.588,2022-11-25
0.5845,0.582,2022-11-28
0.5815,0.592,2022-11-29
0.592,0.589,2022-11-30
0.5945,0.6,2022-12-01
0.595,0.5955,2022-12-02
0.597,0.6005,2022-12-05
0.6,0.6035,2022-12-06
0.6005,0.5995,2022-12-07
0.599,0.5935,2022-12-08
0.5905,0.5935,2022-12-09
0.5935,0.603,2022-12-12
0.6005,0.593,2022-12-13
0.5965,0.59,2022-12-14
0.5875,0.5935,2022-12-15
0.5935,0.588,2022-12-16
0.586,0.576,2022-12-19
0.5775,0.572,2022-12-20
0.572,0.5685,2022-12-21
0.5685,0.5695,2022-12-22
0.57,0.5685,2022-12-23
0.569,0.576,2022-12-26
0.5765,0.581,2022-12-27
0.5775,0.575,2022-12-28
0.575,0.582,2022-12-29
0.5825,0.5815,2022-12-30
0.581,0.589,2023-01-03
0.589,0.584,2023-01-04
0.5865,0.5955,2023-01-05
0.5955,0.592,2023-01-06
0.5915,0.594,2023-01-09
0.592,0.597,2023-01-10
0.5965,0.591,2023-01-11
0.592,0.591,2023-01-12
0.59,0.5935,2023-01-13
0.593,0.618,2023-01-16
0.6195,0.6195,2023-01-17
0.618,0.619,2023-01-18
0.62,0.635,2023-01-19
0.635,0.638,2023-01-20
0.6455,0.6395,2023-01-30
0.64,0.627,2023-01-31
0.629,0.6365,2023-02-01
0.641,0.641,2023-02-02
0.639,0.643,2023-02-03
0.641,0.6345,2023-02-06
0.6345,0.633,2023-02-07
0.633,0.6295,2023-02-08
0.626,0.647,2023-02-09
0.647,0.642,2023-02-10
0.6415,0.6455,2023-02-13
0.6475,0.648,2023-02-14
0.648,0.6545,2023-02-15
0.656,0.6435,2023-02-16
0.642,0.6225,2023-02-17
0.6195,0.6355,2023-02-20
0.6345,0.6345,2023-02-21
0.6315,0.6315,2023-02-22
0.631,0.627,2023-02-23
0.6275,0.626,2023-02-24
0.6235,0.6175,2023-02-27
0.6185,0.623,2023-02-28
0.621,0.634,2023-03-01
0.6345,0.6325,2023-03-02
0.634,0.633,2023-03-03
0.633,0.635,2023-03-06
0.635,0.617,2023-03-07
0.617,0.6195,2023-03-08
0.6205,0.6225,2023-03-09
0.6195,0.617,2023-03-10
0.6155,0.6245,2023-03-13
0.6235,0.6245,2023-03-14
0.626,0.6225,2023-03-15
0.6205,0.614,2023-03-16
0.618,0.623,2023-03-17
0.625,0.625,2023-03-20
0.6255,0.634,2023-03-21
0.638,0.6445,2023-03-22
0.641,0.6645,2023-03-23
0.6675,0.6725,2023-03-24
0.675,0.672,2023-03-27
0.669,0.6565,2023-03-28
0.656,0.664,2023-03-29
0.664,0.6645,2023-03-30
0.6645,0.674,2023-03-31
0.68,0.6915,2023-04-03
0.6905,0.6955,2023-04-04
0.6855,0.7025,2023-04-06
0.706,0.7185,2023-04-07
