收盘,日期
1.481,2025-09-26
1.495,2025-09-29
1.504,2025-09-30
1.561,2025-10-09
1.477,2025-10-10
1.508,2025-10-13
1.423,2025-10-14
1.455,2025-10-15
1.441,2025-10-16
1.388,2025-10-17
1.388,2025-10-20
1.425,2025-10-21
1.423,2025-10-22
1.41,2025-10-23
1.466,2025-10-24
1.497,2025-10-27
1.488,2025-10-28
1.497,2025-10-29
1.476,2025-10-30
1.423,2025-10-31
1.411,2025-11-03
1.406,2025-11-04
1.396,2025-11-05
1.444,2025-11-06
1.426,2025-11-07
1.412,2025-11-10
1.389,2025-11-11
1.379,2025-11-12
1.391,2025-11-13
1.354,2025-11-14
1.353,2025-11-17
1.369,2025-11-18
1.36,2025-11-19
1.353,2025-11-20
1.294,2025-11-21
1.304,2025-11-24
1.321,2025-11-25
1.34,2025-11-26
1.339,2025-11-27
1.351,2025-11-28
1.369,2025-12-01
1.348,2025-12-02
1.335,2025-12-03
1.356,2025-12-04
1.359,2025-12-05
1.392,2025-12-08
1.396,2025-12-09
1.381,2025-12-10
1.36,2025-12-11
1.37,2025-12-12
1.34,2025-12-15
1.32,2025-12-16
1.361,2025-12-17
1.346,2025-12-18
1.351,2025-12-19
1.39,2025-12-22
1.393,2025-12-23
1.416,2025-12-24
1.413,2025-12-25
1.414,2025-12-26
1.417,2025-12-29
1.423,2025-12-30
1.427,2025-12-31
1.478,2026-01-05
1.502,2026-01-06
1.526,2026-01-07
1.543,2026-01-08
1.554,2026-01-09
1.591,2026-01-12
1.543,2026-01-13
1.576,2026-01-14
1.567,2026-01-15
1.588,2026-01-16
1.584,2026-01-19
1.555,2026-01-20
1.601,2026-01-21
1.603,2026-01-22
1.61,2026-01-23
