收盘,日期
1.099,2025-09-26
1.112,2025-09-29
1.116,2025-09-30
1.113,2025-10-09
1.099,2025-10-10
1.071,2025-10-13
1.06,2025-10-14
1.08,2025-10-15
1.076,2025-10-16
1.055,2025-10-17
1.073,2025-10-20
1.088,2025-10-21
1.072,2025-10-22
1.081,2025-10-23
1.085,2025-10-24
1.095,2025-10-27
1.092,2025-10-28
1.099,2025-10-29
1.083,2025-10-30
1.08,2025-10-31
1.086,2025-11-03
1.08,2025-11-04
1.073,2025-11-05
1.094,2025-11-06
1.086,2025-11-07
1.105,2025-11-10
1.103,2025-11-11
1.116,2025-11-12
1.123,2025-11-13
1.102,2025-11-14
1.089,2025-11-17
1.073,2025-11-18
1.07,2025-11-19
1.068,2025-11-20
1.05,2025-11-21
1.062,2025-11-24
1.067,2025-11-25
1.072,2025-11-26
1.072,2025-11-27
1.069,2025-11-28
1.07,2025-12-01
1.073,2025-12-02
1.06,2025-12-03
1.067,2025-12-04
1.077,2025-12-05
1.065,2025-12-08
1.052,2025-12-09
1.051,2025-12-10
1.053,2025-12-11
1.067,2025-12-12
1.051,2025-12-15
1.035,2025-12-16
1.048,2025-12-17
1.042,2025-12-18
1.053,2025-12-19
1.057,2025-12-22
1.056,2025-12-23
1.057,2025-12-24
1.057,2025-12-25
1.06,2025-12-26
1.05,2025-12-29
1.055,2025-12-30
1.042,2025-12-31
1.068,2026-01-05
1.083,2026-01-06
1.071,2026-01-07
1.061,2026-01-08
1.063,2026-01-09
1.072,2026-01-12
1.081,2026-01-13
1.088,2026-01-14
1.088,2026-01-15
1.083,2026-01-16
1.077,2026-01-19
1.069,2026-01-20
1.07,2026-01-21
1.071,2026-01-22
1.078,2026-01-23
