收盘,日期
116.2666,2025-09-26
115.7295,2025-09-29
115.8934,2025-09-30
116.2695,2025-10-09
115.611,2025-10-10
116.2399,2025-10-13
116.5766,2025-10-14
116.3051,2025-10-15
116.773,2025-10-16
117.6912,2025-10-17
117.3131,2025-10-20
117.3664,2025-10-21
117.5866,2025-10-22
117.1768,2025-10-23
117.0297,2025-10-24
117.2854,2025-10-27
117.9993,2025-10-28
117.6606,2025-10-29
117.9232,2025-10-30
118.3468,2025-10-31
118.4327,2025-11-03
118.5808,2025-11-04
118.6222,2025-11-05
118.1246,2025-11-06
118.1493,2025-11-07
118.1503,2025-11-10
118.2727,2025-11-11
118.3734,2025-11-12
118.1039,2025-11-13
118.2619,2025-11-14
118.4198,2025-11-17
118.3764,2025-11-18
117.9775,2025-11-19
117.8146,2025-11-20
117.4602,2025-11-21
117.6804,2025-11-24
117.2331,2025-11-25
116.4502,2025-11-26
116.543,2025-11-27
116.6407,2025-11-28
116.641,2025-12-01
115.981,2025-12-02
115.682,2025-12-03
114.156,2025-12-04
114.296,2025-12-05
113.855,2025-12-08
114.638,2025-12-09
114.726,2025-12-10
115.552,2025-12-11
115.149,2025-12-12
113.941,2025-12-15
113.862,2025-12-16
114.449,2025-12-17
114.985,2025-12-18
114.984,2025-12-19
114.703,2025-12-22
115.514,2025-12-23
115.402,2025-12-24
115.224,2025-12-25
115.341,2025-12-26
114.355,2025-12-29
114.429,2025-12-30
113.898,2025-12-31
113.811,2026-01-05
113.418,2026-01-06
112.807,2026-01-07
113.247,2026-01-08
113.062,2026-01-09
113.242,2026-01-12
113.628,2026-01-13
113.587,2026-01-14
113.469,2026-01-15
113.51,2026-01-16
113.419,2026-01-19
113.76,2026-01-20
114.707,2026-01-21
114.689,2026-01-22
114.864,2026-01-23
