收盘,日期
1.551,2025-09-26
1.588,2025-09-29
1.62,2025-09-30
1.64,2025-10-09
1.571,2025-10-10
1.57,2025-10-13
1.511,2025-10-14
1.534,2025-10-15
1.523,2025-10-16
1.461,2025-10-17
1.489,2025-10-20
1.541,2025-10-21
1.537,2025-10-22
1.53,2025-10-23
1.611,2025-10-24
1.654,2025-10-27
1.643,2025-10-28
1.66,2025-10-29
1.644,2025-10-30
1.603,2025-10-31
1.587,2025-11-03
1.565,2025-11-04
1.559,2025-11-05
1.616,2025-11-06
1.6,2025-11-07
1.59,2025-11-10
1.576,2025-11-11
1.575,2025-11-12
1.58,2025-11-13
1.539,2025-11-14
1.524,2025-11-17
1.531,2025-11-18
1.517,2025-11-19
1.503,2025-11-20
1.436,2025-11-21
1.454,2025-11-24
1.486,2025-11-25
1.507,2025-11-26
1.507,2025-11-27
1.519,2025-11-28
1.527,2025-12-01
1.509,2025-12-02
1.499,2025-12-03
1.528,2025-12-04
1.553,2025-12-05
1.605,2025-12-08
1.606,2025-12-09
1.607,2025-12-10
1.603,2025-12-11
1.643,2025-12-12
1.606,2025-12-15
1.567,2025-12-16
1.613,2025-12-17
1.595,2025-12-18
1.61,2025-12-19
1.629,2025-12-22
1.643,2025-12-23
1.654,2025-12-24
1.675,2025-12-25
1.671,2025-12-26
1.675,2025-12-29
1.672,2025-12-30
1.669,2025-12-31
1.7,2026-01-05
1.711,2026-01-06
1.741,2026-01-07
1.766,2026-01-08
1.818,2026-01-09
1.878,2026-01-12
1.774,2026-01-13
1.829,2026-01-14
1.813,2026-01-15
1.825,2026-01-16
1.836,2026-01-19
1.784,2026-01-20
1.818,2026-01-21
1.835,2026-01-22
1.85,2026-01-23
