收盘,日期
1.78,2025-09-26
1.8,2025-09-29
1.813,2025-09-30
1.851,2025-10-09
1.86,2025-10-10
1.829,2025-10-13
1.81,2025-10-14
1.825,2025-10-15
1.838,2025-10-16
1.807,2025-10-17
1.859,2025-10-20
1.873,2025-10-21
1.883,2025-10-22
1.883,2025-10-23
1.902,2025-10-24
1.956,2025-10-27
1.961,2025-10-28
2.0,2025-10-29
1.985,2025-10-30
1.982,2025-10-31
1.976,2025-11-03
1.94,2025-11-04
1.912,2025-11-05
1.949,2025-11-06
1.924,2025-11-07
1.951,2025-11-10
1.959,2025-11-11
1.974,2025-11-12
1.975,2025-11-13
1.923,2025-11-14
1.909,2025-11-17
1.844,2025-11-18
1.836,2025-11-19
1.907,2025-11-20
1.848,2025-11-21
1.856,2025-11-24
1.897,2025-11-25
1.927,2025-11-26
1.925,2025-11-27
1.943,2025-11-28
1.936,2025-12-01
1.94,2025-12-02
1.965,2025-12-03
1.965,2025-12-04
1.963,2025-12-05
1.952,2025-12-08
1.928,2025-12-09
1.944,2025-12-10
1.918,2025-12-11
1.921,2025-12-12
1.902,2025-12-15
1.873,2025-12-16
1.899,2025-12-17
1.878,2025-12-18
1.916,2025-12-19
1.945,2025-12-22
1.935,2025-12-23
1.933,2025-12-24
1.93,2025-12-25
1.929,2025-12-26
1.916,2025-12-29
1.914,2025-12-30
1.904,2025-12-31
1.93,2026-01-05
1.925,2026-01-06
1.919,2026-01-07
1.899,2026-01-08
1.903,2026-01-09
1.893,2026-01-12
1.915,2026-01-13
1.909,2026-01-14
1.901,2026-01-15
1.904,2026-01-16
1.887,2026-01-19
1.876,2026-01-20
1.875,2026-01-21
1.901,2026-01-22
1.891,2026-01-23
