收盘,日期
0.731,2025-09-26
0.745,2025-09-29
0.755,2025-09-30
0.776,2025-10-09
0.742,2025-10-10
0.731,2025-10-13
0.738,2025-10-14
0.758,2025-10-15
0.764,2025-10-16
0.72,2025-10-17
0.726,2025-10-20
0.734,2025-10-21
0.721,2025-10-22
0.726,2025-10-23
0.738,2025-10-24
0.746,2025-10-27
0.74,2025-10-28
0.8,2025-10-29
0.796,2025-10-30
0.785,2025-10-31
0.816,2025-11-03
0.793,2025-11-04
0.832,2025-11-05
0.841,2025-11-06
0.858,2025-11-07
0.855,2025-11-10
0.859,2025-11-11
0.821,2025-11-12
0.837,2025-11-13
0.828,2025-11-14
0.815,2025-11-17
0.796,2025-11-18
0.794,2025-11-19
0.779,2025-11-20
0.742,2025-11-21
0.733,2025-11-24
0.751,2025-11-25
0.753,2025-11-26
0.75,2025-11-27
0.758,2025-11-28
0.759,2025-12-01
0.748,2025-12-02
0.744,2025-12-03
0.742,2025-12-04
0.756,2025-12-05
0.766,2025-12-08
0.769,2025-12-09
0.759,2025-12-10
0.752,2025-12-11
0.763,2025-12-12
0.759,2025-12-15
0.735,2025-12-16
0.749,2025-12-17
0.738,2025-12-18
0.743,2025-12-19
0.751,2025-12-22
0.752,2025-12-23
0.762,2025-12-24
0.767,2025-12-25
0.784,2025-12-26
0.78,2025-12-29
0.772,2025-12-30
0.764,2025-12-31
0.778,2026-01-05
0.794,2026-01-06
0.799,2026-01-07
0.807,2026-01-08
0.804,2026-01-09
0.819,2026-01-12
0.814,2026-01-13
0.82,2026-01-14
0.825,2026-01-15
0.833,2026-01-16
0.858,2026-01-19
0.83,2026-01-20
0.826,2026-01-21
0.836,2026-01-22
0.911,2026-01-23
