开盘,收盘,日期
1.917703,1.936321,2020-01-02
1.941641,1.944301,2020-01-03
1.936321,1.962919,2020-01-06
1.9576,1.994836,2020-01-07
1.981538,1.970898,2020-01-08
1.984197,1.997496,2020-01-09
2.000156,1.994836,2020-01-10
1.994836,2.021434,2020-01-13
2.026754,2.016115,2020-01-14
2.016115,2.013455,2020-01-15
2.018775,2.016115,2020-01-16
2.016115,2.005476,2020-01-17
2.005476,2.034733,2020-01-20
2.034733,2.013455,2020-01-21
2.005476,2.026754,2020-01-22
2.018775,1.95494,2020-01-23
1.776734,1.760776,2020-02-03
1.750136,1.784714,2020-02-04
1.782054,1.845889,2020-02-05
1.848548,1.896425,2020-02-06
1.883126,1.915043,2020-02-07
1.899084,1.941641,2020-02-10
1.941641,1.936321,2020-02-11
1.933661,1.981538,2020-02-12
1.970898,1.970898,2020-02-13
1.968239,1.978878,2020-02-14
1.981538,2.053352,2020-02-17
2.058671,2.106547,2020-02-18
2.106547,2.090589,2020-02-19
2.087929,2.122506,2020-02-20
2.119846,2.170382,2020-02-21
2.162403,2.212939,2020-02-24
2.175702,2.223578,2020-02-25
2.170382,2.151764,2020-02-26
2.159743,2.151764,2020-02-27
2.098568,2.018775,2020-02-28
2.032073,2.127825,2020-03-02
2.167722,2.143784,2020-03-03
2.119846,2.154423,2020-03-04
2.183681,2.19166,2020-03-05
2.167722,2.178361,2020-03-06
2.138465,2.090589,2020-03-09
2.07463,2.146444,2020-03-10
2.151764,2.117187,2020-03-11
2.095908,2.06931,2020-03-12
2.016115,2.056011,2020-03-13
2.063991,1.95494,2020-03-16
1.973558,1.95228,2020-03-17
1.9576,1.923022,2020-03-18
1.907064,1.941641,2020-03-19
1.9576,1.968239,2020-03-20
1.915043,1.880466,2020-03-23
1.909723,1.909723,2020-03-24
1.944301,1.95494,2020-03-25
1.928342,1.938981,2020-03-26
1.9576,1.928342,2020-03-27
1.915043,1.875146,2020-03-30
1.896425,1.875146,2020-03-31
1.875146,1.869827,2020-04-01
1.859188,1.917703,2020-04-02
1.917703,1.904404,2020-04-03
1.936321,1.973558,2020-04-07
1.968239,1.976218,2020-04-08
1.981538,2.000156,2020-04-09
2.005476,1.968239,2020-04-10
1.94962,1.933661,2020-04-13
1.936321,1.970898,2020-04-14
1.970898,1.95494,2020-04-15
1.95494,1.976218,2020-04-16
1.984197,1.978878,2020-04-17
1.981538,2.016115,2020-04-20
1.997496,2.000156,2020-04-21
1.992177,2.018775,2020-04-22
2.021434,2.008135,2020-04-23
2.008135,1.976218,2020-04-24
1.973558,1.960259,2020-04-27
1.960259,1.933661,2020-04-28
1.931002,1.933661,2020-04-29
1.936321,1.981538,2020-04-30
1.960259,2.018775,2020-05-06
2.002816,2.016115,2020-05-07
2.021434,2.042713,2020-05-08
2.045372,2.037393,2020-05-11
