收盘,日期
1.628,2025-09-26
1.661,2025-09-29
1.697,2025-09-30
1.824,2025-10-09
1.764,2025-10-10
1.883,2025-10-13
1.837,2025-10-14
1.831,2025-10-15
1.776,2025-10-16
1.733,2025-10-17
1.732,2025-10-20
1.756,2025-10-21
1.725,2025-10-22
1.715,2025-10-23
1.756,2025-10-24
1.805,2025-10-27
1.777,2025-10-28
1.821,2025-10-29
1.838,2025-10-30
1.786,2025-10-31
1.759,2025-11-03
1.739,2025-11-04
1.734,2025-11-05
1.759,2025-11-06
1.756,2025-11-07
1.732,2025-11-10
1.714,2025-11-11
1.686,2025-11-12
1.723,2025-11-13
1.699,2025-11-14
1.711,2025-11-17
1.676,2025-11-18
1.687,2025-11-19
1.687,2025-11-20
1.603,2025-11-21
1.615,2025-11-24
1.634,2025-11-25
1.624,2025-11-26
1.619,2025-11-27
1.649,2025-11-28
1.685,2025-12-01
1.659,2025-12-02
1.659,2025-12-03
1.648,2025-12-04
1.684,2025-12-05
1.701,2025-12-08
1.675,2025-12-09
1.676,2025-12-10
1.668,2025-12-11
1.68,2025-12-12
1.663,2025-12-15
1.617,2025-12-16
1.655,2025-12-17
1.636,2025-12-18
1.672,2025-12-19
1.705,2025-12-22
1.704,2025-12-23
1.714,2025-12-24
1.734,2025-12-25
1.749,2025-12-26
1.753,2025-12-29
1.76,2025-12-30
1.763,2025-12-31
1.804,2026-01-05
1.853,2026-01-06
1.92,2026-01-07
1.894,2026-01-08
1.967,2026-01-09
2.07,2026-01-12
1.989,2026-01-13
1.969,2026-01-14
1.954,2026-01-15
1.954,2026-01-16
1.971,2026-01-19
1.938,2026-01-20
1.969,2026-01-21
1.987,2026-01-22
2.038,2026-01-23
