收盘,日期
1.968,2025-09-26
2.007,2025-09-29
2.002,2025-09-30
2.004,2025-10-09
1.916,2025-10-10
1.9,2025-10-13
1.812,2025-10-14
1.847,2025-10-15
1.864,2025-10-16
1.802,2025-10-17
1.842,2025-10-20
1.918,2025-10-21
1.906,2025-10-22
1.903,2025-10-23
1.981,2025-10-24
2.036,2025-10-27
2.034,2025-10-28
2.09,2025-10-29
2.036,2025-10-30
1.976,2025-10-31
1.98,2025-11-03
1.943,2025-11-04
1.957,2025-11-05
1.999,2025-11-06
1.987,2025-11-07
1.96,2025-11-10
1.927,2025-11-11
1.924,2025-11-12
1.949,2025-11-13
1.897,2025-11-14
1.899,2025-11-17
1.882,2025-11-18
1.891,2025-11-19
1.878,2025-11-20
1.803,2025-11-21
1.795,2025-11-24
1.837,2025-11-25
1.9,2025-11-26
1.89,2025-11-27
1.899,2025-11-28
1.931,2025-12-01
1.916,2025-12-02
1.901,2025-12-03
1.925,2025-12-04
1.948,2025-12-05
2.009,2025-12-08
2.038,2025-12-09
2.048,2025-12-10
2.005,2025-12-11
2.023,2025-12-12
1.987,2025-12-15
1.942,2025-12-16
2.016,2025-12-17
1.975,2025-12-18
1.981,2025-12-19
2.035,2025-12-22
2.039,2025-12-23
2.06,2025-12-24
2.071,2025-12-25
2.068,2025-12-26
2.058,2025-12-29
2.07,2025-12-30
2.049,2025-12-31
2.102,2026-01-05
2.126,2026-01-06
2.129,2026-01-07
2.107,2026-01-08
2.124,2026-01-09
2.17,2026-01-12
2.126,2026-01-13
2.143,2026-01-14
2.155,2026-01-15
2.165,2026-01-16
2.142,2026-01-19
2.094,2026-01-20
2.1,2026-01-21
2.133,2026-01-22
2.145,2026-01-23
