收盘,日期
1.363,2025-09-26
1.389,2025-09-29
1.426,2025-09-30
1.442,2025-10-09
1.368,2025-10-10
1.381,2025-10-13
1.328,2025-10-14
1.352,2025-10-15
1.336,2025-10-16
1.28,2025-10-17
1.29,2025-10-20
1.32,2025-10-21
1.309,2025-10-22
1.301,2025-10-23
1.343,2025-10-24
1.362,2025-10-27
1.354,2025-10-28
1.369,2025-10-29
1.358,2025-10-30
1.354,2025-10-31
1.344,2025-11-03
1.322,2025-11-04
1.316,2025-11-05
1.348,2025-11-06
1.338,2025-11-07
1.326,2025-11-10
1.311,2025-11-11
1.299,2025-11-12
1.32,2025-11-13
1.306,2025-11-14
1.312,2025-11-17
1.31,2025-11-18
1.293,2025-11-19
1.284,2025-11-20
1.232,2025-11-21
1.248,2025-11-24
1.265,2025-11-25
1.283,2025-11-26
1.287,2025-11-27
1.301,2025-11-28
1.302,2025-12-01
1.282,2025-12-02
1.271,2025-12-03
1.29,2025-12-04
1.303,2025-12-05
1.328,2025-12-08
1.318,2025-12-09
1.318,2025-12-10
1.304,2025-12-11
1.329,2025-12-12
1.3,2025-12-15
1.276,2025-12-16
1.305,2025-12-17
1.3,2025-12-18
1.303,2025-12-19
1.323,2025-12-22
1.329,2025-12-23
1.354,2025-12-24
1.377,2025-12-25
1.376,2025-12-26
1.377,2025-12-29
1.381,2025-12-30
1.389,2025-12-31
1.43,2026-01-05
1.45,2026-01-06
1.487,2026-01-07
1.496,2026-01-08
1.533,2026-01-09
1.581,2026-01-12
1.535,2026-01-13
1.546,2026-01-14
1.56,2026-01-15
1.601,2026-01-16
1.58,2026-01-19
1.555,2026-01-20
1.574,2026-01-21
1.572,2026-01-22
1.624,2026-01-23
