开盘,收盘,日期
1.02,1.01,2025-09-02
1.016,1.022,2025-09-03
1.029,0.987,2025-09-04
0.989,1.037,2025-09-05
1.038,1.032,2025-09-08
1.028,1.034,2025-09-09
1.038,1.02,2025-09-10
0.99,1.007,2025-09-11
1.016,1.006,2025-09-12
1.006,1.017,2025-09-15
1.034,1.014,2025-09-16
1.02,1.011,2025-09-17
1.016,1.014,2025-09-18
1.024,1.002,2025-09-19
1.007,1.015,2025-09-22
1.02,1.0,2025-09-23
0.996,0.996,2025-09-24
0.998,1.0,2025-09-25
0.99,0.983,2025-09-26
0.984,0.989,2025-09-29
0.997,1.009,2025-09-30
1.017,0.998,2025-10-09
0.993,0.975,2025-10-10
0.958,0.948,2025-10-13
0.959,0.91,2025-10-14
0.918,0.928,2025-10-15
0.927,0.95,2025-10-16
0.954,0.928,2025-10-17
0.94,0.924,2025-10-20
0.924,0.936,2025-10-21
0.938,0.909,2025-10-22
0.907,0.889,2025-10-23
0.888,0.89,2025-10-24
0.902,0.894,2025-10-27
0.894,0.881,2025-10-28
0.881,0.887,2025-10-29
0.887,0.863,2025-10-30
0.865,0.907,2025-10-31
0.908,0.923,2025-11-03
0.927,0.901,2025-11-04
0.892,0.898,2025-11-05
0.896,0.899,2025-11-06
0.897,0.882,2025-11-07
0.883,0.89,2025-11-10
0.891,0.887,2025-11-11
0.89,0.91,2025-11-12
0.916,0.95,2025-11-13
0.934,0.941,2025-11-14
0.942,0.929,2025-11-17
0.927,0.913,2025-11-18
0.912,0.904,2025-11-19
0.908,0.907,2025-11-20
0.903,0.878,2025-11-21
0.885,0.897,2025-11-24
0.9,0.905,2025-11-25
0.909,0.922,2025-11-26
0.925,0.925,2025-11-27
0.927,0.918,2025-11-28
0.918,0.911,2025-12-01
0.91,0.899,2025-12-02
0.896,0.885,2025-12-03
0.889,0.898,2025-12-04
0.899,0.9,2025-12-05
0.902,0.887,2025-12-08
0.887,0.869,2025-12-09
0.871,0.868,2025-12-10
0.873,0.863,2025-12-11
0.866,0.871,2025-12-12
0.868,0.84,2025-12-15
0.843,0.826,2025-12-16
0.829,0.831,2025-12-17
0.828,0.834,2025-12-18
0.836,0.849,2025-12-19
0.85,0.841,2025-12-22
0.843,0.842,2025-12-23
0.84,0.838,2025-12-24
0.839,0.841,2025-12-25
0.842,0.838,2025-12-26
0.835,0.821,2025-12-29
0.822,0.81,2025-12-30
0.809,0.802,2025-12-31
0.803,0.845,2026-01-05
0.847,0.847,2026-01-06
0.848,0.877,2026-01-07
0.886,0.884,2026-01-08
0.88,0.893,2026-01-09
0.897,0.888,2026-01-12
0.899,0.893,2026-01-13
0.902,0.901,2026-01-14
0.901,0.897,2026-01-15
0.901,0.889,2026-01-16
0.885,0.866,2026-01-19
0.866,0.857,2026-01-20
0.858,0.853,2026-01-21
0.861,0.845,2026-01-22
0.849,0.858,2026-01-23
0.858,0.844,2026-01-26
0.846,0.849,2026-01-27
