收盘,日期
1.015,2025-09-26
1.034,2025-09-29
1.049,2025-09-30
1.112,2025-10-09
1.125,2025-10-10
1.127,2025-10-13
1.102,2025-10-14
1.113,2025-10-15
1.149,2025-10-16
1.133,2025-10-17
1.15,2025-10-20
1.167,2025-10-21
1.161,2025-10-22
1.138,2025-10-23
1.142,2025-10-24
1.158,2025-10-27
1.171,2025-10-28
1.183,2025-10-29
1.174,2025-10-30
1.183,2025-10-31
1.206,2025-11-03
1.159,2025-11-04
1.152,2025-11-05
1.168,2025-11-06
1.172,2025-11-07
1.17,2025-11-10
1.162,2025-11-11
1.204,2025-11-12
1.213,2025-11-13
1.188,2025-11-14
1.209,2025-11-17
1.199,2025-11-18
1.211,2025-11-19
1.217,2025-11-20
1.204,2025-11-21
1.238,2025-11-24
1.275,2025-11-25
1.318,2025-11-26
1.352,2025-11-27
1.349,2025-11-28
1.318,2025-12-01
1.289,2025-12-02
1.298,2025-12-03
1.348,2025-12-04
1.353,2025-12-05
1.335,2025-12-08
1.338,2025-12-09
1.314,2025-12-10
1.309,2025-12-11
1.324,2025-12-12
1.327,2025-12-15
1.3,2025-12-16
1.293,2025-12-17
1.261,2025-12-18
1.277,2025-12-19
1.341,2025-12-22
1.356,2025-12-23
1.361,2025-12-24
1.359,2025-12-25
1.364,2025-12-26
1.33,2025-12-29
1.337,2025-12-30
1.309,2025-12-31
1.33,2026-01-05
1.3,2026-01-06
1.301,2026-01-07
1.322,2026-01-08
1.306,2026-01-09
1.299,2026-01-12
1.307,2026-01-13
1.301,2026-01-14
1.325,2026-01-15
1.308,2026-01-16
1.292,2026-01-19
1.28,2026-01-20
1.292,2026-01-21
1.322,2026-01-22
1.354,2026-01-23
