收盘,日期
1.084,2025-09-26
1.092,2025-09-29
1.093,2025-09-30
1.077,2025-10-09
1.072,2025-10-10
1.064,2025-10-13
1.052,2025-10-14
1.076,2025-10-15
1.08,2025-10-16
1.06,2025-10-17
1.073,2025-10-20
1.079,2025-10-21
1.069,2025-10-22
1.067,2025-10-23
1.068,2025-10-24
1.072,2025-10-27
1.051,2025-10-28
1.054,2025-10-29
1.032,2025-10-30
1.032,2025-10-31
1.034,2025-11-03
1.023,2025-11-04
1.024,2025-11-05
1.029,2025-11-06
1.024,2025-11-07
1.059,2025-11-10
1.06,2025-11-11
1.073,2025-11-12
1.078,2025-11-13
1.063,2025-11-14
1.055,2025-11-17
1.04,2025-11-18
1.038,2025-11-19
1.04,2025-11-20
1.032,2025-11-21
1.037,2025-11-24
1.033,2025-11-25
1.044,2025-11-26
1.05,2025-11-27
1.047,2025-11-28
1.05,2025-12-01
1.056,2025-12-02
1.048,2025-12-03
1.045,2025-12-04
1.045,2025-12-05
1.025,2025-12-08
1.008,2025-12-09
1.009,2025-12-10
1.009,2025-12-11
1.019,2025-12-12
1.022,2025-12-15
1.01,2025-12-16
1.02,2025-12-17
1.014,2025-12-18
1.025,2025-12-19
1.028,2025-12-22
1.03,2025-12-23
1.025,2025-12-24
1.026,2025-12-25
1.027,2025-12-26
1.012,2025-12-29
1.001,2025-12-30
0.99,2025-12-31
1.002,2026-01-05
1.014,2026-01-06
1.014,2026-01-07
1.007,2026-01-08
1.013,2026-01-09
1.018,2026-01-12
1.017,2026-01-13
1.026,2026-01-14
1.022,2026-01-15
1.019,2026-01-16
1.019,2026-01-19
1.036,2026-01-20
1.027,2026-01-21
1.038,2026-01-22
1.045,2026-01-23
