收盘,日期
1.193,2025-09-26
1.202,2025-09-29
1.219,2025-09-30
1.241,2025-10-09
1.195,2025-10-10
1.183,2025-10-13
1.135,2025-10-14
1.156,2025-10-15
1.16,2025-10-16
1.116,2025-10-17
1.127,2025-10-20
1.167,2025-10-21
1.163,2025-10-22
1.153,2025-10-23
1.196,2025-10-24
1.223,2025-10-27
1.214,2025-10-28
1.229,2025-10-29
1.208,2025-10-30
1.184,2025-10-31
1.182,2025-11-03
1.163,2025-11-04
1.163,2025-11-05
1.188,2025-11-06
1.167,2025-11-07
1.163,2025-11-10
1.144,2025-11-11
1.149,2025-11-12
1.152,2025-11-13
1.124,2025-11-14
1.118,2025-11-17
1.119,2025-11-18
1.11,2025-11-19
1.104,2025-11-20
1.066,2025-11-21
1.068,2025-11-24
1.085,2025-11-25
1.101,2025-11-26
1.102,2025-11-27
1.112,2025-11-28
1.131,2025-12-01
1.131,2025-12-02
1.117,2025-12-03
1.119,2025-12-04
1.127,2025-12-05
1.142,2025-12-08
1.147,2025-12-09
1.139,2025-12-10
1.122,2025-12-11
1.139,2025-12-12
1.113,2025-12-15
1.102,2025-12-16
1.124,2025-12-17
1.107,2025-12-18
1.111,2025-12-19
1.124,2025-12-22
1.126,2025-12-23
1.144,2025-12-24
1.15,2025-12-25
1.144,2025-12-26
1.147,2025-12-29
1.157,2025-12-30
1.153,2025-12-31
1.179,2026-01-05
1.199,2026-01-06
1.193,2026-01-07
1.191,2026-01-08
1.205,2026-01-09
1.235,2026-01-12
1.195,2026-01-13
1.201,2026-01-14
1.209,2026-01-15
1.216,2026-01-16
1.214,2026-01-19
1.199,2026-01-20
1.216,2026-01-21
1.214,2026-01-22
1.224,2026-01-23
