收盘,日期
1.142,2025-09-26
1.156,2025-09-29
1.164,2025-09-30
1.177,2025-10-09
1.136,2025-10-10
1.114,2025-10-13
1.077,2025-10-14
1.098,2025-10-15
1.097,2025-10-16
1.057,2025-10-17
1.076,2025-10-20
1.106,2025-10-21
1.093,2025-10-22
1.096,2025-10-23
1.118,2025-10-24
1.148,2025-10-27
1.136,2025-10-28
1.145,2025-10-29
1.125,2025-10-30
1.107,2025-10-31
1.103,2025-11-03
1.084,2025-11-04
1.076,2025-11-05
1.103,2025-11-06
1.087,2025-11-07
1.094,2025-11-10
1.075,2025-11-11
1.081,2025-11-12
1.094,2025-11-13
1.067,2025-11-14
1.062,2025-11-17
1.055,2025-11-18
1.052,2025-11-19
1.043,2025-11-20
1.017,2025-11-21
1.026,2025-11-24
1.042,2025-11-25
1.059,2025-11-26
1.053,2025-11-27
1.053,2025-11-28
1.071,2025-12-01
1.065,2025-12-02
1.051,2025-12-03
1.058,2025-12-04
1.068,2025-12-05
1.077,2025-12-08
1.076,2025-12-09
1.08,2025-12-10
1.066,2025-12-11
1.078,2025-12-12
1.054,2025-12-15
1.035,2025-12-16
1.058,2025-12-17
1.043,2025-12-18
1.054,2025-12-19
1.069,2025-12-22
1.063,2025-12-23
1.071,2025-12-24
1.072,2025-12-25
1.066,2025-12-26
1.061,2025-12-29
1.068,2025-12-30
1.057,2025-12-31
1.093,2026-01-05
1.1,2026-01-06
1.091,2026-01-07
1.082,2026-01-08
1.091,2026-01-09
1.114,2026-01-12
1.106,2026-01-13
1.117,2026-01-14
1.119,2026-01-15
1.123,2026-01-16
1.108,2026-01-19
1.089,2026-01-20
1.099,2026-01-21
1.101,2026-01-22
1.104,2026-01-23
