收盘,日期
1.084,2025-09-26
1.104,2025-09-29
1.117,2025-09-30
1.126,2025-10-09
1.079,2025-10-10
1.073,2025-10-13
1.043,2025-10-14
1.057,2025-10-15
1.045,2025-10-16
1.009,2025-10-17
1.018,2025-10-20
1.026,2025-10-21
1.018,2025-10-22
1.025,2025-10-23
1.036,2025-10-24
1.048,2025-10-27
1.051,2025-10-28
1.061,2025-10-29
1.041,2025-10-30
1.063,2025-10-31
1.074,2025-11-03
1.056,2025-11-04
1.04,2025-11-05
1.042,2025-11-06
1.019,2025-11-07
1.027,2025-11-10
1.006,2025-11-11
0.993,2025-11-12
1.003,2025-11-13
0.985,2025-11-14
1.002,2025-11-17
1.016,2025-11-18
0.999,2025-11-19
0.99,2025-11-20
0.966,2025-11-21
0.988,2025-11-24
1.001,2025-11-25
0.994,2025-11-26
0.98,2025-11-27
0.985,2025-11-28
0.996,2025-12-01
0.976,2025-12-02
0.954,2025-12-03
0.951,2025-12-04
0.971,2025-12-05
0.98,2025-12-08
0.97,2025-12-09
0.971,2025-12-10
0.95,2025-12-11
0.963,2025-12-12
0.947,2025-12-15
0.935,2025-12-16
0.952,2025-12-17
0.945,2025-12-18
0.951,2025-12-19
0.958,2025-12-22
0.944,2025-12-23
0.957,2025-12-24
0.969,2025-12-25
0.968,2025-12-26
0.97,2025-12-29
0.974,2025-12-30
0.985,2025-12-31
1.016,2026-01-05
1.048,2026-01-06
1.032,2026-01-07
1.041,2026-01-08
1.116,2026-01-09
1.242,2026-01-12
1.189,2026-01-13
1.235,2026-01-14
1.189,2026-01-15
1.142,2026-01-16
1.117,2026-01-19
1.1,2026-01-20
1.103,2026-01-21
1.116,2026-01-22
1.133,2026-01-23
