收盘,日期
0.642,2024-01-25
0.63,2024-01-26
0.615,2024-01-29
0.596,2024-01-30
0.573,2024-01-31
0.581,2024-02-01
0.575,2024-02-02
0.561,2024-02-05
0.595,2024-02-06
0.605,2024-02-07
0.613,2024-02-08
0.635,2024-02-19
0.635,2024-02-20
0.648,2024-02-21
0.655,2024-02-22
0.662,2024-02-23
0.659,2024-02-26
0.672,2024-02-27
0.65,2024-02-28
0.665,2024-02-29
0.681,2024-03-01
0.685,2024-03-04
0.669,2024-03-05
0.673,2024-03-06
0.655,2024-03-07
0.663,2024-03-08
0.68,2024-03-11
0.701,2024-03-12
0.709,2024-03-13
0.694,2024-03-14
0.693,2024-03-15
0.711,2024-03-18
0.703,2024-03-19
0.718,2024-03-20
0.723,2024-03-21
0.71,2024-03-22
0.694,2024-03-25
0.691,2024-03-26
0.67,2024-03-27
0.691,2024-03-28
0.688,2024-03-29
0.699,2024-04-01
0.699,2024-04-02
0.687,2024-04-03
0.678,2024-04-08
0.681,2024-04-09
0.678,2024-04-10
0.684,2024-04-11
0.675,2024-04-12
0.668,2024-04-15
0.644,2024-04-16
0.655,2024-04-17
0.655,2024-04-18
0.64,2024-04-19
0.655,2024-04-22
0.668,2024-04-23
0.688,2024-04-24
0.684,2024-04-25
0.707,2024-04-26
0.715,2024-04-29
0.71,2024-04-30
0.725,2024-05-06
0.727,2024-05-07
0.712,2024-05-08
0.725,2024-05-09
0.721,2024-05-10
0.725,2024-05-13
0.734,2024-05-14
0.727,2024-05-15
0.735,2024-05-16
0.738,2024-05-17
0.741,2024-05-20
0.726,2024-05-21
0.731,2024-05-22
0.72,2024-05-23
0.703,2024-05-24
0.712,2024-05-27
0.708,2024-05-28
0.697,2024-05-29
0.692,2024-05-30
0.691,2024-05-31
0.697,2024-06-03
0.701,2024-06-04
0.696,2024-06-05
0.687,2024-06-06
0.681,2024-06-07
0.686,2024-06-11
0.685,2024-06-12
0.687,2024-06-13
0.689,2024-06-14
0.684,2024-06-17
0.685,2024-06-18
0.689,2024-06-19
0.674,2024-06-20
0.671,2024-06-21
0.652,2024-06-24
0.649,2024-06-25
0.672,2024-06-26
0.653,2024-06-27
0.651,2024-06-28
0.651,2024-07-01
0.647,2024-07-02
0.651,2024-07-03
0.641,2024-07-04
0.641,2024-07-05
