收盘,日期
1.329,2025-09-26
1.351,2025-09-29
1.39,2025-09-30
1.403,2025-10-09
1.335,2025-10-10
1.346,2025-10-13
1.295,2025-10-14
1.318,2025-10-15
1.302,2025-10-16
1.251,2025-10-17
1.26,2025-10-20
1.287,2025-10-21
1.275,2025-10-22
1.267,2025-10-23
1.31,2025-10-24
1.328,2025-10-27
1.324,2025-10-28
1.336,2025-10-29
1.326,2025-10-30
1.322,2025-10-31
1.312,2025-11-03
1.289,2025-11-04
1.285,2025-11-05
1.313,2025-11-06
1.303,2025-11-07
1.293,2025-11-10
1.28,2025-11-11
1.27,2025-11-12
1.288,2025-11-13
1.276,2025-11-14
1.279,2025-11-17
1.278,2025-11-18
1.263,2025-11-19
1.253,2025-11-20
1.203,2025-11-21
1.217,2025-11-24
1.233,2025-11-25
1.251,2025-11-26
1.256,2025-11-27
1.273,2025-11-28
1.272,2025-12-01
1.252,2025-12-02
1.24,2025-12-03
1.261,2025-12-04
1.275,2025-12-05
1.3,2025-12-08
1.289,2025-12-09
1.292,2025-12-10
1.278,2025-12-11
1.302,2025-12-12
1.273,2025-12-15
1.25,2025-12-16
1.279,2025-12-17
1.275,2025-12-18
1.277,2025-12-19
1.294,2025-12-22
1.303,2025-12-23
1.327,2025-12-24
1.347,2025-12-25
1.347,2025-12-26
1.35,2025-12-29
1.352,2025-12-30
1.355,2025-12-31
1.402,2026-01-05
1.422,2026-01-06
1.458,2026-01-07
1.467,2026-01-08
1.502,2026-01-09
1.547,2026-01-12
1.504,2026-01-13
1.523,2026-01-14
1.526,2026-01-15
1.572,2026-01-16
1.552,2026-01-19
1.525,2026-01-20
1.543,2026-01-21
1.541,2026-01-22
1.594,2026-01-23
