收盘,日期
1.692,2025-09-26
1.707,2025-09-29
1.716,2025-09-30
1.719,2025-10-09
1.695,2025-10-10
1.703,2025-10-13
1.662,2025-10-14
1.697,2025-10-15
1.68,2025-10-16
1.632,2025-10-17
1.649,2025-10-20
1.68,2025-10-21
1.677,2025-10-22
1.674,2025-10-23
1.697,2025-10-24
1.714,2025-10-27
1.714,2025-10-28
1.717,2025-10-29
1.693,2025-10-30
1.709,2025-10-31
1.724,2025-11-03
1.7,2025-11-04
1.718,2025-11-05
1.73,2025-11-06
1.731,2025-11-07
1.743,2025-11-11
1.732,2025-11-12
1.742,2025-11-13
1.739,2025-11-14
1.75,2025-11-17
1.728,2025-11-18
1.702,2025-11-19
1.689,2025-11-20
1.63,2025-11-21
1.659,2025-11-24
1.684,2025-11-25
1.673,2025-11-26
1.678,2025-11-27
1.709,2025-11-28
1.723,2025-12-01
1.719,2025-12-02
1.698,2025-12-03
1.689,2025-12-04
1.709,2025-12-05
1.738,2025-12-08
1.729,2025-12-09
1.728,2025-12-10
1.7,2025-12-11
1.713,2025-12-12
1.704,2025-12-15
1.674,2025-12-16
1.709,2025-12-17
1.696,2025-12-18
1.713,2025-12-19
1.742,2025-12-22
1.731,2025-12-23
1.757,2025-12-24
1.784,2025-12-25
1.78,2025-12-26
1.798,2025-12-29
1.806,2025-12-30
1.809,2025-12-31
1.829,2026-01-05
1.845,2026-01-06
1.857,2026-01-07
1.875,2026-01-08
1.92,2026-01-09
1.962,2026-01-12
1.923,2026-01-13
1.947,2026-01-14
1.926,2026-01-15
1.954,2026-01-16
2.009,2026-01-19
1.975,2026-01-20
2.003,2026-01-21
2.019,2026-01-22
2.044,2026-01-23
