收盘,日期
99.23,2025-09-26
99.298,2025-09-29
99.4,2025-09-30
99.182,2025-10-09
99.228,2025-10-10
99.241,2025-10-13
99.3,2025-10-14
99.245,2025-10-15
99.304,2025-10-16
99.428,2025-10-17
99.457,2025-10-20
99.493,2025-10-21
99.52,2025-10-22
99.572,2025-10-23
99.615,2025-10-24
99.65,2025-10-27
99.782,2025-10-28
99.828,2025-10-29
99.859,2025-10-30
99.934,2025-10-31
99.958,2025-11-03
99.946,2025-11-04
100.012,2025-11-05
99.969,2025-11-06
99.96,2025-11-07
99.994,2025-11-10
99.995,2025-11-11
99.997,2025-11-12
99.98,2025-11-13
99.975,2025-11-14
100.023,2025-11-17
100.02,2025-11-18
100.02,2025-11-19
100.02,2025-11-20
100.009,2025-11-21
99.991,2025-11-24
99.932,2025-11-25
99.826,2025-11-26
99.83,2025-11-27
99.807,2025-11-28
99.803,2025-12-01
99.791,2025-12-02
99.784,2025-12-03
99.706,2025-12-04
99.75,2025-12-05
99.668,2025-12-08
99.658,2025-12-09
99.68,2025-12-10
99.73,2025-12-11
99.73,2025-12-12
99.71,2025-12-15
99.702,2025-12-16
99.727,2025-12-17
99.762,2025-12-18
99.78,2025-12-19
99.779,2025-12-22
99.857,2025-12-23
99.907,2025-12-24
99.93,2025-12-25
99.963,2025-12-26
99.913,2025-12-29
99.9,2025-12-30
99.864,2025-12-31
99.759,2026-01-05
99.78,2026-01-06
99.8,2026-01-07
99.835,2026-01-08
99.848,2026-01-09
99.849,2026-01-12
99.9,2026-01-13
99.908,2026-01-14
99.904,2026-01-15
99.946,2026-01-16
99.931,2026-01-19
99.97,2026-01-20
99.988,2026-01-21
99.988,2026-01-22
100.06,2026-01-23
