收盘,日期
1.137,2025-09-26
1.145,2025-09-29
1.152,2025-09-30
1.175,2025-10-09
1.176,2025-10-10
1.164,2025-10-13
1.182,2025-10-14
1.183,2025-10-15
1.181,2025-10-16
1.17,2025-10-17
1.17,2025-10-20
1.178,2025-10-21
1.181,2025-10-22
1.193,2025-10-23
1.193,2025-10-24
1.207,2025-10-27
1.195,2025-10-28
1.21,2025-10-29
1.212,2025-10-30
1.205,2025-10-31
1.216,2025-11-03
1.203,2025-11-04
1.207,2025-11-05
1.229,2025-11-06
1.235,2025-11-07
1.258,2025-11-10
1.25,2025-11-11
1.26,2025-11-12
1.272,2025-11-13
1.261,2025-11-14
1.246,2025-11-17
1.227,2025-11-18
1.236,2025-11-19
1.228,2025-11-20
1.204,2025-11-21
1.201,2025-11-24
1.205,2025-11-25
1.206,2025-11-26
1.207,2025-11-27
1.21,2025-11-28
1.23,2025-12-01
1.228,2025-12-02
1.236,2025-12-03
1.232,2025-12-04
1.245,2025-12-05
1.243,2025-12-08
1.218,2025-12-09
1.224,2025-12-10
1.215,2025-12-11
1.22,2025-12-12
1.22,2025-12-15
1.21,2025-12-16
1.223,2025-12-17
1.221,2025-12-18
1.232,2025-12-19
1.233,2025-12-22
1.23,2025-12-23
1.236,2025-12-24
1.233,2025-12-25
1.241,2025-12-26
1.242,2025-12-29
1.247,2025-12-30
1.25,2025-12-31
1.259,2026-01-05
1.284,2026-01-06
1.27,2026-01-07
1.266,2026-01-08
1.275,2026-01-09
1.276,2026-01-12
1.285,2026-01-13
1.294,2026-01-14
1.284,2026-01-15
1.272,2026-01-16
1.292,2026-01-19
1.309,2026-01-20
1.309,2026-01-21
1.325,2026-01-22
1.329,2026-01-23
