收盘,日期
1.046,2025-09-26
1.051,2025-09-29
1.053,2025-09-30
1.036,2025-10-09
1.034,2025-10-10
1.026,2025-10-13
1.019,2025-10-14
1.035,2025-10-15
1.047,2025-10-16
1.026,2025-10-17
1.036,2025-10-20
1.037,2025-10-21
1.027,2025-10-22
1.026,2025-10-23
1.026,2025-10-24
1.026,2025-10-27
1.005,2025-10-28
1.009,2025-10-29
0.992,2025-10-30
0.994,2025-10-31
0.991,2025-11-03
0.984,2025-11-04
0.986,2025-11-05
0.99,2025-11-06
0.987,2025-11-07
1.019,2025-11-10
1.016,2025-11-11
1.034,2025-11-12
1.036,2025-11-13
1.025,2025-11-14
1.017,2025-11-17
1.002,2025-11-18
1.003,2025-11-19
1.005,2025-11-20
0.994,2025-11-21
0.996,2025-11-24
0.996,2025-11-25
1.001,2025-11-26
1.009,2025-11-27
1.003,2025-11-28
1.005,2025-12-01
1.011,2025-12-02
0.998,2025-12-03
0.996,2025-12-04
0.995,2025-12-05
0.98,2025-12-08
0.966,2025-12-09
0.966,2025-12-10
0.966,2025-12-11
0.978,2025-12-12
0.981,2025-12-15
0.968,2025-12-16
0.98,2025-12-17
0.973,2025-12-18
0.982,2025-12-19
0.987,2025-12-22
0.99,2025-12-23
0.984,2025-12-24
0.984,2025-12-25
0.989,2025-12-26
0.968,2025-12-29
0.958,2025-12-30
0.954,2025-12-31
0.96,2026-01-05
0.968,2026-01-06
0.973,2026-01-07
0.962,2026-01-08
0.965,2026-01-09
0.968,2026-01-12
0.96,2026-01-13
0.968,2026-01-14
0.97,2026-01-15
0.963,2026-01-16
0.964,2026-01-19
0.979,2026-01-20
0.973,2026-01-21
0.984,2026-01-22
0.991,2026-01-23
