收盘,日期
0.948,2025-10-15
0.931,2025-10-16
0.896,2025-10-17
0.902,2025-10-20
0.928,2025-10-21
0.93,2025-10-22
0.928,2025-10-23
0.964,2025-10-24
0.975,2025-10-27
0.972,2025-10-28
0.971,2025-10-29
0.956,2025-10-30
0.938,2025-10-31
0.928,2025-11-03
0.91,2025-11-04
0.902,2025-11-05
0.924,2025-11-06
0.905,2025-11-07
0.896,2025-11-10
0.88,2025-11-11
0.875,2025-11-12
0.886,2025-11-13
0.866,2025-11-14
0.869,2025-11-17
0.879,2025-11-18
0.871,2025-11-19
0.864,2025-11-20
0.843,2025-11-21
0.853,2025-11-24
0.872,2025-11-25
0.878,2025-11-26
0.876,2025-11-27
0.882,2025-11-28
0.898,2025-12-01
0.881,2025-12-02
0.87,2025-12-03
0.875,2025-12-04
0.878,2025-12-05
0.889,2025-12-08
0.886,2025-12-09
0.887,2025-12-10
0.868,2025-12-11
0.888,2025-12-12
0.866,2025-12-15
0.85,2025-12-16
0.872,2025-12-17
0.867,2025-12-18
0.865,2025-12-19
0.869,2025-12-22
0.871,2025-12-23
0.881,2025-12-24
0.889,2025-12-25
0.892,2025-12-26
0.901,2025-12-29
0.91,2025-12-30
0.909,2025-12-31
0.95,2026-01-05
0.968,2026-01-06
0.964,2026-01-07
0.977,2026-01-08
1.012,2026-01-09
1.081,2026-01-12
1.045,2026-01-13
1.071,2026-01-14
1.046,2026-01-15
1.056,2026-01-16
1.04,2026-01-19
1.026,2026-01-20
1.055,2026-01-21
1.064,2026-01-22
1.084,2026-01-23
