收盘,日期
1.203,2025-09-26
1.213,2025-09-29
1.246,2025-09-30
1.242,2025-10-09
1.2,2025-10-10
1.166,2025-10-13
1.132,2025-10-14
1.164,2025-10-15
1.149,2025-10-16
1.11,2025-10-17
1.13,2025-10-20
1.159,2025-10-21
1.134,2025-10-22
1.135,2025-10-23
1.149,2025-10-24
1.176,2025-10-27
1.157,2025-10-28
1.167,2025-10-29
1.139,2025-10-30
1.131,2025-10-31
1.134,2025-11-03
1.112,2025-11-04
1.101,2025-11-05
1.121,2025-11-06
1.102,2025-11-07
1.116,2025-11-10
1.112,2025-11-11
1.118,2025-11-12
1.137,2025-11-13
1.11,2025-11-14
1.097,2025-11-17
1.073,2025-11-18
1.067,2025-11-19
1.053,2025-11-20
1.034,2025-11-21
1.053,2025-11-24
1.06,2025-11-25
1.071,2025-11-26
1.061,2025-11-27
1.062,2025-11-28
1.065,2025-12-01
1.057,2025-12-02
1.04,2025-12-03
1.052,2025-12-04
1.064,2025-12-05
1.061,2025-12-08
1.043,2025-12-09
1.04,2025-12-10
1.034,2025-12-11
1.05,2025-12-12
1.021,2025-12-15
0.997,2025-12-16
1.008,2025-12-17
0.996,2025-12-18
1.017,2025-12-19
1.017,2025-12-22
1.009,2025-12-23
1.011,2025-12-24
1.01,2025-12-25
1.015,2025-12-26
1.009,2025-12-29
1.014,2025-12-30
1.0,2025-12-31
1.039,2026-01-05
1.055,2026-01-06
1.042,2026-01-07
1.032,2026-01-08
1.039,2026-01-09
1.064,2026-01-12
1.068,2026-01-13
1.083,2026-01-14
1.075,2026-01-15
1.069,2026-01-16
1.055,2026-01-19
1.037,2026-01-20
1.043,2026-01-21
1.045,2026-01-22
1.059,2026-01-23
