收盘,日期
1.279,2025-09-26
1.296,2025-09-29
1.305,2025-09-30
1.322,2025-10-09
1.307,2025-10-10
1.305,2025-10-13
1.282,2025-10-14
1.299,2025-10-15
1.29,2025-10-16
1.257,2025-10-17
1.267,2025-10-20
1.281,2025-10-21
1.277,2025-10-22
1.281,2025-10-23
1.296,2025-10-24
1.311,2025-10-27
1.307,2025-10-28
1.331,2025-10-29
1.313,2025-10-30
1.305,2025-10-31
1.303,2025-11-03
1.29,2025-11-04
1.294,2025-11-05
1.314,2025-11-06
1.309,2025-11-07
1.31,2025-11-10
1.301,2025-11-11
1.303,2025-11-12
1.312,2025-11-13
1.3,2025-11-14
1.291,2025-11-17
1.276,2025-11-18
1.273,2025-11-19
1.265,2025-11-20
1.246,2025-11-21
1.237,2025-11-24
1.251,2025-11-25
1.25,2025-11-26
1.247,2025-11-27
1.26,2025-11-28
1.278,2025-12-01
1.265,2025-12-02
1.263,2025-12-03
1.262,2025-12-04
1.283,2025-12-05
1.287,2025-12-08
1.28,2025-12-09
1.283,2025-12-10
1.273,2025-12-11
1.284,2025-12-12
1.282,2025-12-15
1.265,2025-12-16
1.285,2025-12-17
1.282,2025-12-18
1.295,2025-12-19
1.307,2025-12-22
1.308,2025-12-23
1.322,2025-12-24
1.329,2025-12-25
1.336,2025-12-26
1.323,2025-12-29
1.332,2025-12-30
1.328,2025-12-31
1.357,2026-01-05
1.385,2026-01-06
1.383,2026-01-07
1.377,2026-01-08
1.411,2026-01-09
1.445,2026-01-12
1.422,2026-01-13
1.419,2026-01-14
1.424,2026-01-15
1.439,2026-01-16
1.45,2026-01-19
1.454,2026-01-20
1.464,2026-01-21
1.466,2026-01-22
1.493,2026-01-23
