收盘,日期
1.95,2025-09-26
1.982,2025-09-29
2.037,2025-09-30
2.041,2025-10-09
1.958,2025-10-10
1.962,2025-10-13
1.884,2025-10-14
1.922,2025-10-15
1.908,2025-10-16
1.824,2025-10-17
1.838,2025-10-20
1.884,2025-10-21
1.864,2025-10-22
1.85,2025-10-23
1.908,2025-10-24
1.942,2025-10-27
1.941,2025-10-28
1.972,2025-10-29
1.938,2025-10-30
1.935,2025-10-31
1.923,2025-11-03
1.893,2025-11-04
1.889,2025-11-05
1.943,2025-11-06
1.919,2025-11-07
1.906,2025-11-10
1.888,2025-11-11
1.864,2025-11-12
1.888,2025-11-13
1.869,2025-11-14
1.875,2025-11-17
1.87,2025-11-18
1.853,2025-11-19
1.841,2025-11-20
1.764,2025-11-21
1.783,2025-11-24
1.816,2025-11-25
1.845,2025-11-26
1.84,2025-11-27
1.862,2025-11-28
1.861,2025-12-01
1.833,2025-12-02
1.826,2025-12-03
1.846,2025-12-04
1.871,2025-12-05
1.917,2025-12-08
1.904,2025-12-09
1.916,2025-12-10
1.887,2025-12-11
1.922,2025-12-12
1.878,2025-12-15
1.841,2025-12-16
1.895,2025-12-17
1.88,2025-12-18
1.878,2025-12-19
1.907,2025-12-22
1.927,2025-12-23
1.961,2025-12-24
1.99,2025-12-25
1.984,2025-12-26
1.994,2025-12-29
1.994,2025-12-30
2.002,2025-12-31
2.066,2026-01-05
2.1,2026-01-06
2.162,2026-01-07
2.166,2026-01-08
2.212,2026-01-09
2.274,2026-01-12
2.229,2026-01-13
2.232,2026-01-14
2.248,2026-01-15
2.351,2026-01-16
2.304,2026-01-19
2.246,2026-01-20
2.279,2026-01-21
2.274,2026-01-22
2.334,2026-01-23
