收盘,日期
1.498,2025-09-26
1.53,2025-09-29
1.521,2025-09-30
1.529,2025-10-09
1.491,2025-10-10
1.474,2025-10-13
1.424,2025-10-14
1.449,2025-10-15
1.433,2025-10-16
1.377,2025-10-17
1.404,2025-10-20
1.432,2025-10-21
1.44,2025-10-22
1.44,2025-10-23
1.463,2025-10-24
1.509,2025-10-27
1.516,2025-10-28
1.558,2025-10-29
1.536,2025-10-30
1.508,2025-10-31
1.502,2025-11-03
1.473,2025-11-04
1.481,2025-11-05
1.51,2025-11-06
1.495,2025-11-07
1.477,2025-11-10
1.46,2025-11-11
1.444,2025-11-12
1.456,2025-11-13
1.433,2025-11-14
1.442,2025-11-17
1.434,2025-11-18
1.424,2025-11-19
1.413,2025-11-20
1.365,2025-11-21
1.377,2025-11-24
1.389,2025-11-25
1.392,2025-11-26
1.387,2025-11-27
1.408,2025-11-28
1.423,2025-12-01
1.404,2025-12-02
1.395,2025-12-03
1.413,2025-12-04
1.449,2025-12-05
1.483,2025-12-08
1.483,2025-12-09
1.494,2025-12-10
1.47,2025-12-11
1.474,2025-12-12
1.452,2025-12-15
1.422,2025-12-16
1.465,2025-12-17
1.442,2025-12-18
1.452,2025-12-19
1.496,2025-12-22
1.499,2025-12-23
1.514,2025-12-24
1.537,2025-12-25
1.55,2025-12-26
1.554,2025-12-29
1.587,2025-12-30
1.577,2025-12-31
1.603,2026-01-05
1.615,2026-01-06
1.629,2026-01-07
1.631,2026-01-08
1.679,2026-01-09
1.712,2026-01-12
1.678,2026-01-13
1.684,2026-01-14
1.697,2026-01-15
1.731,2026-01-16
1.758,2026-01-19
1.715,2026-01-20
1.768,2026-01-21
1.773,2026-01-22
1.8,2026-01-23
