收盘,日期
1.789,2025-09-26
1.807,2025-09-29
1.776,2025-09-30
1.784,2025-10-09
1.75,2025-10-10
1.741,2025-10-13
1.655,2025-10-14
1.678,2025-10-15
1.691,2025-10-16
1.647,2025-10-17
1.697,2025-10-20
1.778,2025-10-22
1.751,2025-10-23
1.833,2025-10-24
1.897,2025-10-27
1.9,2025-10-28
1.906,2025-10-29
1.852,2025-10-30
1.777,2025-10-31
1.778,2025-11-03
1.765,2025-11-04
1.753,2025-11-05
1.79,2025-11-06
1.786,2025-11-07
1.779,2025-11-10
1.744,2025-11-11
1.753,2025-11-12
1.744,2025-11-13
1.701,2025-11-14
1.716,2025-11-17
1.71,2025-11-18
1.723,2025-11-19
1.732,2025-11-20
1.657,2025-11-21
1.656,2025-11-24
1.715,2025-11-25
1.792,2025-11-26
1.788,2025-11-27
1.793,2025-11-28
1.847,2025-12-01
1.849,2025-12-02
1.83,2025-12-03
1.838,2025-12-04
1.861,2025-12-05
1.948,2025-12-08
1.994,2025-12-09
2.016,2025-12-10
1.959,2025-12-11
1.981,2025-12-12
1.935,2025-12-15
1.893,2025-12-16
1.97,2025-12-17
1.956,2025-12-18
1.97,2025-12-19
2.04,2025-12-22
2.023,2025-12-23
2.053,2025-12-24
2.053,2025-12-25
2.053,2025-12-26
2.044,2025-12-29
2.05,2025-12-30
2.053,2025-12-31
2.087,2026-01-05
2.091,2026-01-06
2.113,2026-01-07
2.116,2026-01-08
2.14,2026-01-09
2.221,2026-01-12
2.138,2026-01-13
2.161,2026-01-14
2.141,2026-01-15
2.136,2026-01-16
2.11,2026-01-19
2.049,2026-01-20
2.06,2026-01-21
2.105,2026-01-22
2.12,2026-01-23
