收盘,日期
1.32,2025-09-26
1.34,2025-09-29
1.339,2025-09-30
1.363,2025-10-09
1.366,2025-10-10
1.347,2025-10-13
1.331,2025-10-14
1.353,2025-10-15
1.363,2025-10-16
1.329,2025-10-17
1.369,2025-10-20
1.39,2025-10-21
1.41,2025-10-22
1.41,2025-10-23
1.43,2025-10-24
1.458,2025-10-27
1.456,2025-10-28
1.481,2025-10-29
1.462,2025-10-30
1.458,2025-10-31
1.456,2025-11-03
1.436,2025-11-04
1.425,2025-11-05
1.451,2025-11-06
1.435,2025-11-07
1.462,2025-11-10
1.467,2025-11-11
1.472,2025-11-12
1.467,2025-11-13
1.427,2025-11-14
1.428,2025-11-17
1.381,2025-11-18
1.376,2025-11-19
1.427,2025-11-20
1.383,2025-11-21
1.394,2025-11-24
1.422,2025-11-25
1.443,2025-11-26
1.437,2025-11-27
1.452,2025-11-28
1.439,2025-12-01
1.44,2025-12-02
1.458,2025-12-03
1.458,2025-12-04
1.459,2025-12-05
1.453,2025-12-08
1.432,2025-12-09
1.44,2025-12-10
1.428,2025-12-11
1.431,2025-12-12
1.414,2025-12-15
1.394,2025-12-16
1.407,2025-12-17
1.395,2025-12-18
1.414,2025-12-19
1.441,2025-12-22
1.435,2025-12-23
1.432,2025-12-24
1.426,2025-12-25
1.424,2025-12-26
1.416,2025-12-29
1.42,2025-12-30
1.413,2025-12-31
1.43,2026-01-05
1.43,2026-01-06
1.427,2026-01-07
1.422,2026-01-08
1.418,2026-01-09
1.412,2026-01-12
1.421,2026-01-13
1.413,2026-01-14
1.413,2026-01-15
1.41,2026-01-16
1.395,2026-01-19
1.386,2026-01-20
1.381,2026-01-21
1.409,2026-01-22
1.401,2026-01-23
