收盘,日期
1.001,2025-12-01
1.002,2025-12-02
1.001,2025-12-03
0.999,2025-12-04
0.998,2025-12-05
0.995,2025-12-08
0.989,2025-12-09
0.985,2025-12-10
0.983,2025-12-11
0.982,2025-12-12
0.985,2025-12-15
0.984,2025-12-16
0.984,2025-12-17
0.993,2025-12-18
0.993,2025-12-19
0.99,2025-12-22
0.99,2025-12-23
0.991,2025-12-24
0.992,2025-12-25
0.992,2025-12-26
0.992,2025-12-29
0.991,2025-12-30
0.992,2025-12-31
0.994,2026-01-05
1.001,2026-01-06
0.998,2026-01-07
0.995,2026-01-08
0.995,2026-01-09
0.995,2026-01-12
0.995,2026-01-13
0.989,2026-01-14
0.986,2026-01-15
0.975,2026-01-16
0.98,2026-01-19
0.991,2026-01-20
0.984,2026-01-21
0.986,2026-01-22
0.982,2026-01-23
