收盘,日期
2.265,2025-09-26
2.281,2025-09-29
2.284,2025-09-30
2.322,2025-10-09
2.329,2025-10-10
2.294,2025-10-13
2.263,2025-10-14
2.289,2025-10-15
2.285,2025-10-16
2.263,2025-10-17
2.321,2025-10-20
2.326,2025-10-21
2.348,2025-10-22
2.352,2025-10-23
2.36,2025-10-24
2.415,2025-10-27
2.421,2025-10-28
2.468,2025-10-29
2.473,2025-10-30
2.454,2025-10-31
2.479,2025-11-03
2.415,2025-11-04
2.388,2025-11-05
2.389,2025-11-06
2.384,2025-11-07
2.424,2025-11-10
2.43,2025-11-11
2.463,2025-11-12
2.488,2025-11-13
2.448,2025-11-14
2.454,2025-11-17
2.399,2025-11-18
2.359,2025-11-19
2.413,2025-11-20
2.355,2025-11-21
2.39,2025-11-24
2.404,2025-11-25
2.447,2025-11-26
2.433,2025-11-27
2.463,2025-11-28
2.46,2025-12-01
2.46,2025-12-02
2.469,2025-12-03
2.461,2025-12-04
2.451,2025-12-05
2.444,2025-12-08
2.42,2025-12-09
2.443,2025-12-10
2.432,2025-12-11
2.453,2025-12-12
2.447,2025-12-15
2.42,2025-12-16
2.435,2025-12-17
2.426,2025-12-18
2.451,2025-12-19
2.456,2025-12-22
2.447,2025-12-23
2.455,2025-12-24
2.458,2025-12-25
2.461,2025-12-26
2.447,2025-12-29
2.439,2025-12-30
2.432,2025-12-31
2.468,2026-01-05
2.467,2026-01-06
2.465,2026-01-07
2.458,2026-01-08
2.46,2026-01-09
2.458,2026-01-12
2.46,2026-01-13
2.452,2026-01-14
2.445,2026-01-15
2.455,2026-01-16
2.441,2026-01-19
2.432,2026-01-20
2.427,2026-01-21
2.459,2026-01-22
2.434,2026-01-23
